package	old	new	evidence
com.moonsworth.lunar.bridge	Bridge_70	VertexConsumerSourceBridge	duplicate of existing VertexConsumerProvider (@Annotation2(min=6,max=38) vs @VersionGate(min=6,max=38)): sole member Bridge4_6 bridge$first(); Bridge4_6 == VertexConsumerBridge (vertex/color/uv/overlay/normal/endVertex buffer-consumer chain); no references left in tree
com.moonsworth.lunar.bridge	Bridge_8	PoseTransformBridge	exact twin of PoseStackBridge (translate(double,double,double)/scale(float,float,float) + default rotate helpers method1.method5); implemented by AbstractRenderContext (also implements GlStateControlBridge) and by Bridge5$Data which delegates to Bridge5_16.bridge$translate/scale/rotateDegrees; returned by Bridge5_16.method1(); carried by ItemRotationRenderEvent/GroundItemTransformEvent
com.moonsworth.lunar.bridge	Bridge_9	FoodPropertiesBridge	exact twin of ItemFoodBridge (@Annotation2(max=25) vs @VersionGate(max=25)): bridge$getHealing/bridge$getSaturation(ItemStackBridge), bridge$canEatWhenFull, bridge$givesBadEffect; returned by ItemStackBridge.bridge$getFood, implemented by legacy/mixin/ItemStackMixin and consumed by client/util/ThreadModuleDump2.canEat/givesBadEffect
com.moonsworth.lunar.bridge	Extension2	ModernRenderSystemExtension	RenderSystemBridge.Extension2: @Annotation2(min=6) modern view of the render system (GPU buffer create method16/method17/method18, ortho method2, projection/modelview getters method10/method15, shader light directions method16/method14, render-to-texture method10/11/12); returned by RenderSystemBridge.method83() cast; unreferenced top-level twin bridge/ModernRenderSystemBridge exists (merge candidate)
com.moonsworth.lunar.bridge	MixinHelper10	PlayerListHeaderFooterPacketTranslator	internal packet bridge (bundle mixinInternal/mixinMisc/mixin): Bridge3_21 method1(Bridge5Extension9); implemented by legacy/wrapper/TabListHeaderFooterPacketFactory (builds S47PacketPlayerListHeaderFooter, null <=1.7) registered as BridgeIterator.field24 / PacketFactoryBridge.method27; duplicate of PlayerListHeaderFooterPacketBridge
com.moonsworth.lunar.bridge	MixinHelper11	SpawnMobPacketTranslator	internal packet bridge (empty; overrides MixinHelper_19.method6): implemented by legacy/wrapper/SpawnMobPacketFactory (S0FPacketSpawnMob <-> S13PacketDestroyEntities via entityID) registered as BridgeIterator.field10 / PacketFactoryBridge.method13; duplicate of SpawnMobPacketBridge
com.moonsworth.lunar.bridge	MixinHelper12	BlockBreakAnimationPacketTranslator	internal packet bridge: Bridge3_21 method1(int, Horsestats20Extension2, int); implemented by legacy/wrapper/BlockBreakAnimPacketFactory (S25PacketBlockBreakAnim, 1.7 x/y/z vs 1.8 BlockPos) registered as BridgeIterator.field8 / PacketFactoryBridge.method11; duplicate of BlockBreakAnimationPacketBridge
com.moonsworth.lunar.bridge	MixinHelper13	ChunkUnloadPacketTranslator	internal packet bridge (empty): implemented by legacy/wrapper/ChunkUnloadPacketFactory (1.12-only builder, null packet class below MC_VERSION 2) registered as BridgeIterator.field26 / PacketFactoryBridge.method29; duplicate of ChunkUnloadPacketBuilder (that simple name is the interface)
com.moonsworth.lunar.bridge	MixinHelper14	HeldItemChangePacketTranslator	internal packet bridge: Bridge3_21 method1(Bridge5Extension_5); implemented by legacy/wrapper/HeldItemChangePacketFactory (S09PacketHeldItemChange from inventory.currentItem) registered as BridgeIterator.field12 / PacketFactoryBridge.method15; duplicate of HeldItemChangePacketBridge
com.moonsworth.lunar.bridge	MixinHelper15	NoOpPacketTranslator	internal packet bridge: Bridge3_21 method2() returns null; implemented by legacy/wrapper/UnsupportedStatePacketFactory registered as BridgeIterator.field22 / PacketFactoryBridge.method25; duplicate of NoOpPacketBridge
com.moonsworth.lunar.bridge	MixinHelper16	BossInfoPacketTranslator	internal packet bridge: List<Bridge3_21> method2(); implemented by legacy/wrapper/BossInfoPacketBuilder (SPacketUpdateBossInfo ADD/UPDATE/REMOVE) registered as BridgeIterator.field19 / PacketFactoryBridge.method22; duplicate of BossInfoPacketBridge
com.moonsworth.lunar.bridge	MixinHelper17	OpenWindowPacketTranslator	internal packet bridge: Bridge3_21 method1(ContainerMarker); implemented by legacy/wrapper/OpenWindowPacketFactory (S2DPacketOpenWindow, 1.7 inventory name vs 1.8 guiID) registered as BridgeIterator.field18 / PacketFactoryBridge.method21; duplicate of OpenWindowPacketBridge
com.moonsworth.lunar.bridge	MixinHelper18	PlayerAbilitiesPacketTranslator	internal packet bridge: Bridge3_21 method1(Bridge5Extension_5); implemented by legacy/wrapper/PlayerAbilitiesPacketFactory (S39PacketPlayerAbilities from player capabilities) registered as BridgeIterator.field11 / PacketFactoryBridge.method14; duplicate of PlayerAbilitiesPacketBridge
com.moonsworth.lunar.bridge	MixinHelper19	NoOpPacketListTranslator	internal packet bridge: List<Bridge3_21> method2() returns null; implemented by legacy/wrapper/UnsupportedPacketListFactory registered as BridgeIterator.field21 / PacketFactoryBridge.method24; duplicate of NoOpPacketListBridge
com.moonsworth.lunar.bridge	MixinHelper2	ItemEntityRenderStateBridge	exact twin of EntityItemStateBridge (@Annotation2(min=5) vs @VersionGate(min=5)): bridge$renderSeed, bridge$renderCount, ItemStackRenderStateBridge bridge$getItemState(); held by event/ItemClumpEvent (dropped-item clump render seed/count); implemented by the EntityItem mixins
