owner	file	n_lazy
GuiNewChatBridge	com/moonsworth/lunar/bridge/GuiNewChatBridge.java	8
GuiOptionsBridge	com/moonsworth/lunar/bridge/GuiOptionsBridge.java	1
GuiScreenBookBridge	com/moonsworth/lunar/bridge/GuiScreenBookBridge.java	2
GuiScreenBridge	com/moonsworth/lunar/bridge/GuiScreenBridge.java	32
GuiScreenResourcePacksBridge	com/moonsworth/lunar/bridge/GuiScreenResourcePacksBridge.java	1
GuiSelectWorldBridge	com/moonsworth/lunar/bridge/GuiSelectWorldBridge.java	1
GuiYesNoBridge	com/moonsworth/lunar/bridge/GuiYesNoBridge.java	2
HeldItemChangePacketBridge	com/moonsworth/lunar/bridge/HeldItemChangePacketBridge.java	1
IndexType	com/moonsworth/lunar/bridge/IndexType.java	2
InputConstants	com/moonsworth/lunar/bridge/InputConstants.java	4
InterpolatedCameraBridge	com/moonsworth/lunar/bridge/InterpolatedCameraBridge.java	8
InterpolatedValueProvider	com/moonsworth/lunar/bridge/InterpolatedValueProvider.java	1
InventoryBridge	com/moonsworth/lunar/bridge/InventoryBridge.java	2
InvocationEmitter	com/moonsworth/lunar/bridge/InvocationEmitter.java	4
ItemBridge	com/moonsworth/lunar/bridge/ItemBridge.java	2
ItemEntityRendererBridge	com/moonsworth/lunar/bridge/ItemEntityRendererBridge.java	9
ItemTransformTypeBridge	com/moonsworth/lunar/bridge/ItemTransformTypeBridge.java	2
Itemcounter4Extension	com/moonsworth/lunar/bridge/Itemcounter4Extension.java	28
Itemcounter6Extension	com/moonsworth/lunar/bridge/Itemcounter6Extension.java	8
ItemsBridge	com/moonsworth/lunar/bridge/ItemsBridge.java	101
JsonToNBTBridge	com/moonsworth/lunar/bridge/JsonToNBTBridge.java	2
KeyBindingBridge	com/moonsworth/lunar/bridge/KeyBindingBridge.java	3
KeyEventBridge	com/moonsworth/lunar/bridge/KeyEventBridge.java	3
KeyboardBridge	com/moonsworth/lunar/bridge/KeyboardBridge.java	11
KineticWeaponPhases	com/moonsworth/lunar/bridge/KineticWeaponPhases.java	12
