# owner.fqn	M|F	oldName	newName	evidence
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.EntityFinder	M	method1	findNearest	default predicate = NPC (NpcUtils.method2) or EntityMobBridge; delegates with Float.MAX_VALUE; callers SkyblockDianaMobHud/StarredMobHighlight "nearest mob"
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.EntityFinder	M	method2	findNearest	predicate overload of method1, delegates to method3 with Float.MAX_VALUE
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.EntityFinder	M	method3	findNearest	nearest entity within predicate, keeps lowest method4 distance; loop over entities
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.EntityFinder	M	method4	distanceSquared	dx^2 + (dy+2)^2 + dz^2 between two entities (eye offset); VoidgloomBoss.isValid uses > 4.0F
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger	F	field1	QUANTIZE_SCALE	10000.0 quantization factor for edge/face keys; used by quantize (method8)
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger	M	method1	mergeEdges	merges coincident box edges: addBlockEdges per box then MaskedMap.valuesMatching(isExposed)
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger	M	method2	mergeFaces	merges coincident box faces: addBlockFaces per box then valuesMatching(mask != 3)
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger	M	method3	isExposed	Predicate: drops internal edge masks 3/12/5/10/15 (both side bits set)
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger	M	method4	addBlockEdges	emits the 12 edges of BlockBox into MaskedMap<EdgeKey,Data> (method6 x12)
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger	M	method5	addBlockFaces	emits the 6 faces of BlockBox into MaskedMap<FaceKey,BlockFace> (method7 x6)
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger	M	method6	addEdge	builds EdgeKey.of(...) + new Data(...) with mask 1<<(bit0|bit1) into the map
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger	M	method7	addFace	builds FaceKey.of(type,...) + new BlockFace(...) with mask facing?1:2
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger	M	method8	quantize	Math.round(value * 10000.0) - quantizes coordinates for key hashing
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger$Data	F	field1	x1	edge value stored by addEdge: endpoint 1; getter method1
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger$Data	F	field2	y1	edge value stored by addEdge: endpoint 1; getter method2
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger$Data	F	field3	z1	edge value stored by addEdge: endpoint 1; getter method3
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger$Data	F	field4	x2	edge value stored by addEdge: endpoint 2; getter method4
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger$Data	F	field5	y2	edge value stored by addEdge: endpoint 2; getter method5
com.moonsworth.lunar.client.framework.feature.mod.fishing.click.FaceMerger$Data	F	field6	z2	edge value stored by addEdge: endpoint 2; getter method6
