owner	file	n_lazy
ItemStackMixin	com/moonsworth/lunar/legacy/mixin/ItemStackMixin.java	79
ItemStackMixin2	com/moonsworth/lunar/legacy/mixin/ItemStackMixin2.java	7
ItemStackMixin3	com/moonsworth/lunar/legacy/mixin/ItemStackMixin3.java	6
ItemStackUpdateMixin	com/moonsworth/lunar/legacy/mixin/ItemStackUpdateMixin.java	3
JndiManagerMixin	com/moonsworth/lunar/legacy/mixin/JndiManagerMixin.java	1
KeyBindingMixin	com/moonsworth/lunar/legacy/mixin/KeyBindingMixin.java	4
KeyBindingMixin2	com/moonsworth/lunar/legacy/mixin/KeyBindingMixin2.java	10
KeyBindingModMixin	com/moonsworth/lunar/legacy/mixin/KeyBindingModMixin.java	4
KeyBinding_v1_7Mixin	com/moonsworth/lunar/legacy/mixin/KeyBinding_v1_7Mixin.java	8
KeyBinding_v1_7Mixin2	com/moonsworth/lunar/legacy/mixin/KeyBinding_v1_7Mixin2.java	10
KeyEntryMixin	com/moonsworth/lunar/legacy/mixin/KeyEntryMixin.java	35
KeyEventBridgeImpl	com/moonsworth/lunar/legacy/mixin/KeyEventBridgeImpl.java	9
KeyResourceLocationMixin	com/moonsworth/lunar/legacy/mixin/KeyResourceLocationMixin.java	2
LanguageManagerMixin	com/moonsworth/lunar/legacy/mixin/LanguageManagerMixin.java	13
LayerArmorBaseMixin	com/moonsworth/lunar/legacy/mixin/LayerArmorBaseMixin.java	21
LayerArmorBaseMixin2	com/moonsworth/lunar/legacy/mixin/LayerArmorBaseMixin2.java	1
LayerCapeMixin	com/moonsworth/lunar/legacy/mixin/LayerCapeMixin.java	15
LayerElytraMixin	com/moonsworth/lunar/legacy/mixin/LayerElytraMixin.java	3
LayerHeldItemMixin	com/moonsworth/lunar/legacy/mixin/LayerHeldItemMixin.java	29
LayerHeldItemMixin2	com/moonsworth/lunar/legacy/mixin/LayerHeldItemMixin2.java	8
LayerHeldItemMixin3	com/moonsworth/lunar/legacy/mixin/LayerHeldItemMixin3.java	7
LayerSheepWoolMixin	com/moonsworth/lunar/legacy/mixin/LayerSheepWoolMixin.java	2
LegacyV2AdapterMixin	com/moonsworth/lunar/legacy/mixin/LegacyV2AdapterMixin.java	10
LimitedInputStreamMixin	com/moonsworth/lunar/legacy/mixin/LimitedInputStreamMixin.java	1
ListMixin	com/moonsworth/lunar/legacy/mixin/ListMixin.java	33
