owner	file	n_lazy
Holograms6	com/moonsworth/lunar/client/holograms/Holograms6.java	33
Holograms7	com/moonsworth/lunar/client/holograms/Holograms7.java	6
Holograms8	com/moonsworth/lunar/client/holograms/Holograms8.java	39
Holograms8Handler	com/moonsworth/lunar/client/holograms/Holograms8Handler.java	48
FogIterator	com/moonsworth/lunar/client/horsestats/FogIterator.java	67
Horsestats$Data	com/moonsworth/lunar/client/horsestats/Horsestats$Data.java	26
Horsestats$Data2	com/moonsworth/lunar/client/horsestats/Horsestats$Data2.java	44
Horsestats	com/moonsworth/lunar/client/horsestats/Horsestats.java	66
Horsestats2	com/moonsworth/lunar/client/horsestats/Horsestats2.java	34
Horsestats2_2	com/moonsworth/lunar/client/horsestats/Horsestats2_2.java	18
Horsestats3	com/moonsworth/lunar/client/horsestats/Horsestats3.java	640
Horsestats4	com/moonsworth/lunar/client/horsestats/Horsestats4.java	72
Horsestats5	com/moonsworth/lunar/client/horsestats/Horsestats5.java	18
Horsestats_2	com/moonsworth/lunar/client/horsestats/Horsestats_2.java	43
Horsestats	com/moonsworth/lunar/client/horsestats/mixin/Horsestats.java	30
Horsestats2	com/moonsworth/lunar/client/horsestats/mixin/Horsestats2.java	18
Horsestats3	com/moonsworth/lunar/client/horsestats/mixin/Horsestats3.java	58
Horsestats4	com/moonsworth/lunar/client/horsestats/mixin/Horsestats4.java	354
Horsestats5	com/moonsworth/lunar/client/horsestats/mixin/Horsestats5.java	73
Inactive2_2	com/moonsworth/lunar/client/inactive/Inactive2_2.java	39
Inactive3	com/moonsworth/lunar/client/inactive/Inactive3.java	177
InactiveType	com/moonsworth/lunar/client/inactive/InactiveType.java	2
InactiveType2	com/moonsworth/lunar/client/inactive/InactiveType2.java	1
InactiveType3	com/moonsworth/lunar/client/inactive/InactiveType3.java	2
InactiveType4	com/moonsworth/lunar/client/inactive/InactiveType4.java	3
