owner	file	n_lazy
Fpsdebugmod2	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/Fpsdebugmod2.java	4
Fpsdebugmod3	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/Fpsdebugmod3.java	21
GpuObjectsTask	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/GpuObjectsTask.java	4
McSettingsTask	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/McSettingsTask.java	5
MiscDataTask	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/MiscDataTask.java	5
ModsEnabledTask	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/ModsEnabledTask.java	9
ProfileDataTask	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/ProfileDataTask.java	4
ThreadDumpTask	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/ThreadDumpTask.java	4
Fpsdebugmod	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/mixin/Fpsdebugmod.java	4
Fpsdebugmod2	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/mixin/Fpsdebugmod2.java	11
Fpsdebugmod3	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/mixin/Fpsdebugmod3.java	5
Fpsdebugmod4	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/mixin/Fpsdebugmod4.java	10
Fpsdebugmod4Impl	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/mixin/Fpsdebugmod4Impl.java	10
Fpsdebugmod4Impl2	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/mixin/Fpsdebugmod4Impl2.java	5
Fpsdebugmod4Impl3	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/mixin/Fpsdebugmod4Impl3.java	10
Fpsdebugmod4Impl4	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/mixin/Fpsdebugmod4Impl4.java	4
Fpsdebugmod4Iterator	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/mixin/Fpsdebugmod4Iterator.java	8
Fpsdebugmod4Iterator2	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/mixin/Fpsdebugmod4Iterator2.java	14
AllThreadsProfiler	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/profilerdebugmod/AllThreadsProfiler.java	1
Profile	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/profilerdebugmod/Profile.java	17
ProfileCallNode	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/profilerdebugmod/ProfileCallNode.java	17
ProfileEncoder	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/profilerdebugmod/ProfileEncoder.java	2
ProfileFlag	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/profilerdebugmod/ProfileFlag.java	1
ProfileMetadata	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/profilerdebugmod/ProfileMetadata.java	4
ProfileUploadThrottle	com/moonsworth/lunar/client/framework/feature/debug/fpsdebugmod/profilerdebugmod/ProfileUploadThrottle.java	13
