owner	file	n_lazy
Gui2Extension4	com/moonsworth/lunar/client/framework/feature/armorstatus/mixin/Gui2Extension4.java	1
Nameplate	com/moonsworth/lunar/client/framework/feature/armorstatus/nameplate/Nameplate.java	63
Nameplate2	com/moonsworth/lunar/client/framework/feature/armorstatus/nameplate/Nameplate2.java	34
Nameplate3	com/moonsworth/lunar/client/framework/feature/armorstatus/nameplate/Nameplate3.java	53
Nameplate4	com/moonsworth/lunar/client/framework/feature/armorstatus/nameplate/Nameplate4.java	136
Nameplate5	com/moonsworth/lunar/client/framework/feature/armorstatus/nameplate/Nameplate5.java	36
Framework7Extension2	com/moonsworth/lunar/client/framework/feature/armorstatus/nameplate/mixin/Framework7Extension2.java	14
Nameplate	com/moonsworth/lunar/client/framework/feature/armorstatus/nameplate/mixin/Nameplate.java	23
AbstractItemAttackIndicator	com/moonsworth/lunar/client/framework/feature/attackindicator/AbstractItemAttackIndicator.java	8
AttackIndicatorMode	com/moonsworth/lunar/client/framework/feature/attackindicator/AttackIndicatorMode.java	1
AttackIndicatorProvider	com/moonsworth/lunar/client/framework/feature/attackindicator/AttackIndicatorProvider.java	11
AttackIndicatorState	com/moonsworth/lunar/client/framework/feature/attackindicator/AttackIndicatorState.java	8
BlockBreakAttackIndicator	com/moonsworth/lunar/client/framework/feature/attackindicator/BlockBreakAttackIndicator.java	4
BowAttackIndicator	com/moonsworth/lunar/client/framework/feature/attackindicator/BowAttackIndicator.java	5
ConsumableAttackIndicator	com/moonsworth/lunar/client/framework/feature/attackindicator/ConsumableAttackIndicator.java	4
ContainerAttackIndicator	com/moonsworth/lunar/client/framework/feature/attackindicator/ContainerAttackIndicator.java	10
CooldownAttackIndicator	com/moonsworth/lunar/client/framework/feature/attackindicator/CooldownAttackIndicator.java	6
Gui2Extension	com/moonsworth/lunar/client/framework/feature/attackindicator/Gui2Extension.java	1
MeleeAttackIndicator	com/moonsworth/lunar/client/framework/feature/attackindicator/MeleeAttackIndicator.java	9
NonWeaponAttackIndicator	com/moonsworth/lunar/client/framework/feature/attackindicator/NonWeaponAttackIndicator.java	3
SleepAttackIndicator	com/moonsworth/lunar/client/framework/feature/attackindicator/SleepAttackIndicator.java	6
SpearAttackIndicator	com/moonsworth/lunar/client/framework/feature/attackindicator/SpearAttackIndicator.java	6
TridentAttackIndicator	com/moonsworth/lunar/client/framework/feature/attackindicator/TridentAttackIndicator.java	14
Attackindicator	com/moonsworth/lunar/client/framework/feature/attackindicator/mixin/Attackindicator.java	35
Attackindicator2	com/moonsworth/lunar/client/framework/feature/attackindicator/mixin/Attackindicator2.java	18
