owner	file	n_lazy
ConditionalOutfitTree	com/moonsworth/lunar/client/cosmetics/emote/ConditionalOutfitTree.java	13
Direction2D	com/moonsworth/lunar/client/cosmetics/emote/Direction2D.java	2
DistanceConstraint	com/moonsworth/lunar/client/cosmetics/emote/DistanceConstraint.java	8
Emote	com/moonsworth/lunar/client/cosmetics/emote/Emote.java	28
EmoteGift	com/moonsworth/lunar/client/cosmetics/emote/EmoteGift.java	14
EmoteGiftInfo	com/moonsworth/lunar/client/cosmetics/emote/EmoteGiftInfo.java	7
EmoteModelRenderer	com/moonsworth/lunar/client/cosmetics/emote/EmoteModelRenderer.java	2
EquipConditionPredicate	com/moonsworth/lunar/client/cosmetics/emote/EquipConditionPredicate.java	7
GlResources	com/moonsworth/lunar/client/cosmetics/emote/GlResources.java	10
LegacyBOBJMesh	com/moonsworth/lunar/client/cosmetics/emote/LegacyBOBJMesh.java	33
MeshPassRunner	com/moonsworth/lunar/client/cosmetics/emote/MeshPassRunner.java	2
ModelRenderConfig	com/moonsworth/lunar/client/cosmetics/emote/ModelRenderConfig.java	71
ModelVertexShader	com/moonsworth/lunar/client/cosmetics/emote/ModelVertexShader.java	3
PhysicsPoint	com/moonsworth/lunar/client/cosmetics/emote/PhysicsPoint.java	48
PositionHistory	com/moonsworth/lunar/client/cosmetics/emote/PositionHistory.java	10
RenderContext	com/moonsworth/lunar/client/cosmetics/emote/RenderContext.java	19
RenderContextKind	com/moonsworth/lunar/client/cosmetics/emote/RenderContextKind.java	2
RenderEntityHandle	com/moonsworth/lunar/client/cosmetics/emote/RenderEntityHandle.java	5
Transform	com/moonsworth/lunar/client/cosmetics/emote/Transform.java	9
TransformStack	com/moonsworth/lunar/client/cosmetics/emote/TransformStack.java	2
VertexBuilder	com/moonsworth/lunar/client/cosmetics/emote/VertexBuilder.java	29
VertexSink	com/moonsworth/lunar/client/cosmetics/emote/VertexSink.java	10
BlockMorphRenderer	com/moonsworth/lunar/client/cosmetics/holograms/BlockMorphRenderer.java	33
EmoteAnimator	com/moonsworth/lunar/client/cosmetics/holograms/EmoteAnimator.java	18
EmoteDefinition	com/moonsworth/lunar/client/cosmetics/holograms/EmoteDefinition.java	15
