com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.GuiIterator	F	field6	scanExecutor	single-thread ExecutorService (DefaultThreadFactory "lunar-rewind-list-provider-thread") that scans for .rewind files
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.GuiIterator	F	field7	fileFilter	IOFileFilter accepting *.rewind and non-backup project.json (multi-line initializer, missing from members-lazy)
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.GuiIterator	M	method2	refresh	entry point: submits the scan of the rewind dirs and pushes the sorted "entries" array to the web UI; called by RewindFileCallbacks.delete and the rewind list bridge
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.GuiIterator	M	method3	addEntry	private: builds one JSON entry (minecraftVersion/duration/compatible/type/mods/thumbnails/locations/date/name/file) for a .rewind or project.json file
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.coordinates.GuiIterator	M	method1	refresh	abstract provider entry point overridden by every panel (InputTimelinePanel/ExportSettingsPanel/EffectsPanel/Chest/Click/Colorsaturation); called from RewindHandlers.method27 loop and the JS bridges - base owner kept in sync so the @Override family stays consistent
com.moonsworth.lunar.client.markers.mixin.gui.GuiIterator	M	method15	getProvider	Extension.method15(): the base contract implemented by InputTimelineJsApi/EffectsJsApi/ExportSettingsJsApi/RewindFileCallbacks/Click2/Colorsaturation2/Chest2 (returns the JSON provider) - included so the family rename stays consistent
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.Rewindhandlers	F	field1	MILLIS_PER_TICK	50 ms per tick; the per-tick step budget (stepMsPerTick) is reset to it and getPartialTick() divides by it
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.Rewindhandlers	F	field10	skipDurationMs	total ms of the pending skip; getSkipProgress() = 1 - remaining/skipDurationMs
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.Rewindhandlers	F	field11	stepMsPerTick	per-tick step allowance, initialized and reset to 50 ms in skip()/tick()
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.Rewindhandlers	F	field12	skipFinished	set when a pending skip completes; isBusy() = isSkipping()||skipFinished; RewindHandlers sets it false before ticking
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.Rewindhandlers	F	field13	rewindDirection	true while playback runs backwards; ReplayContext.method1(clock.isReversing()) advances the tick by -1
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.Rewindhandlers	F	field14	tickStepped	set by tick() once a step is consumed; RewindHandlers: `if (clock.isSkipping() && !clock.isTickStepped()) clock.tick(this)`
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.Rewindhandlers	F	field15	forwardDirection	direction of the last skip(ms) (non-negative = forward); skip() compares it to detect direction changes
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.Rewindhandlers	F	field16	timeAdvanced	set by update() when the clock advanced; commitPendingTime() then re-bases originTime
