# owner.fqn	M|F	oldName	newName	evidence
com.moonsworth.lunar.client.mod.render.ServerHolograms	M	method3	renderHolograms	private HighlightImpl2/HighlightImpl4 handler (nameplate render event) dispatching both show-through-walls modes
com.moonsworth.lunar.client.mod.render.ServerHolograms	M	method4	renderHologramLines	iterates Client.method57().method3().values() (Serverholograms) filtered by isShowThroughWalls and renders each line via method5
com.moonsworth.lunar.client.mod.render.ServerHolograms	M	method5	renderHologramLine	renders one Component text line with shadow/background flags (draws quad background + drawString)
com.moonsworth.lunar.client.mod.render.ServerBorders	M	method3	renderBorders	private HighlightImpl2 handler called from ctor; forwards context/camera/partialTicks to method6
com.moonsworth.lunar.client.mod.render.ServerBorders	M	method4	addBorderCollisionBoxes	EventEntityCollisionBoxes handler; adds WorldBorderExtensionBridge.method8() boxes intersecting the player's swept AABB
com.moonsworth.lunar.client.mod.render.ServerBorders	M	method6	renderWorldBorders	renders the glowing WorldBorder walls (4 sides, LunarRenderTypes.field50, pulsing alpha from system time)
com.moonsworth.lunar.client.mod.render.MobSize	F	field8	entityClasses	HashMap<String, Class<BridgeExtension>> of spawn-egg/entity names to entity classes built in method13
com.moonsworth.lunar.client.mod.render.MobSize	F	field9	entityDisplayNames	HashMap of vanilla entity names to their display aliases ("Entity Horse"->"Horse", "Pig Zombie"->"Zombie Pigman")
com.moonsworth.lunar.client.mod.render.MobSize	F	field10	playerSize	FloatOption "playerSize" (0.5..1.0)
com.moonsworth.lunar.client.mod.render.MobSize	F	field11	otherPlayerSize	FloatOption "otherPlayerSize" (0.5..1.0)
com.moonsworth.lunar.client.mod.render.MobSize	F	field12	changeNpcSize	ToggleOption "changeNpcSize"
com.moonsworth.lunar.client.mod.render.MobSize	F	field13	skyblockOnly	ToggleOption "playerSizeSkyblockOnly"
com.moonsworth.lunar.client.mod.render.MobSize	F	field14	entitySizeOptions	HashMap<Class, FloatOption> of per-entity size options created in method2(RootSettingsBuilder)
com.moonsworth.lunar.client.mod.render.MobSize	M	method13	loadEntityClasses	populates entityClasses from Bridge.method61().method5() excluding Mob/non-living classes
com.moonsworth.lunar.client.mod.render.MobSize	M	method2	onEntityScale	EventEntityScale handler: applies player/other-player or per-entity FloatOption to the entity scale
com.moonsworth.lunar.client.mod.render.MobSize	M	method3	adjustNameTagHeight	EventRenderNameTag handler: shifts the nametag down by height*(1-scale)
com.moonsworth.lunar.client.mod.render.MobSize	M	method5	getEntitySizeLabel	builds the option label ("Horse Size") from the entity name and entityDisplayNames aliases
com.moonsworth.lunar.client.mod.render.MotionBlur	F	field8	blurAmount	IntegerOption "value" (1..10 slider) - blur strength; label "Blur Amount" in reference clients
com.moonsworth.lunar.client.mod.render.MotionBlur	F	field9	blurType	EnumOption "type" over MotionBlur.Type (V1/V2/V3)
com.moonsworth.lunar.client.mod.render.MotionBlur	F	field10	previousFrameBuffer	framebuffer copy used as the previous-frame sampler target
com.moonsworth.lunar.client.mod.render.MotionBlur	F	field11	motionBlurShader	Colorsaturation loaded with "motion_blur"/MotionBlurShader in the EventPostProcess handler
com.moonsworth.lunar.client.mod.render.MotionBlur	M	method13	getAccumulationValue	computes the Phosphor blur amount from blurAmount (with Type.V1/V2 corrections)
com.moonsworth.lunar.client.mod.render.MotionBlur	M	method14	getBlurAmount	@Generated getter for field8
com.moonsworth.lunar.client.mod.render.MotionBlur	M	method15	getBlurTypeOption	@Generated getter for field9
com.moonsworth.lunar.client.mod.render.ScrollableTooltips	F	field8	startAtTop	ToggleOption "startAtTop" (default true)
com.moonsworth.lunar.client.mod.render.ScrollableTooltips	F	field9	verticalKeybind	ToggleOption "verticalKeybind"
com.moonsworth.lunar.client.mod.render.ScrollableTooltips	F	field10	horizontalScrollingKey	ModifierKeybindOption "horizontalScrollingKey" (LSHIFT default)
com.moonsworth.lunar.client.mod.render.ScrollableTooltips	F	field11	scaleScrollingKey	ModifierKeybindOption "scaleScrollingKey" (LCONTROL default)
com.moonsworth.lunar.client.mod.render.ScrollableTooltips	F	field12	tooltipScale	FloatOption "tooltipScale" (0.25..2.5)
com.moonsworth.lunar.client.mod.render.ScrollableTooltips	F	field13	tooltipController	ScrollableTooltipsController driving EventMouseScroll and the tooltip state
