owner	file	n_lazy
ButtonStatePacket	com/moonsworth/lunar/client/replay/nameplate/ButtonStatePacket.java	11
ClickHandlerPacket	com/moonsworth/lunar/client/replay/nameplate/ClickHandlerPacket.java	11
DisconnectPacket	com/moonsworth/lunar/client/replay/nameplate/DisconnectPacket.java	6
DynamicCategory	com/moonsworth/lunar/client/replay/nameplate/DynamicCategory.java	8
EntityIdOverrideGroup	com/moonsworth/lunar/client/replay/nameplate/EntityIdOverrideGroup.java	4
EntityOverrideGroup	com/moonsworth/lunar/client/replay/nameplate/EntityOverrideGroup.java	7
EntityOverridesCategory	com/moonsworth/lunar/client/replay/nameplate/EntityOverridesCategory.java	2
HudPositionPacket	com/moonsworth/lunar/client/replay/nameplate/HudPositionPacket.java	10
KeybindPacket	com/moonsworth/lunar/client/replay/nameplate/KeybindPacket.java	6
ModPropertyGroup	com/moonsworth/lunar/client/replay/nameplate/ModPropertyGroup.java	8
ModuleConfigPacket	com/moonsworth/lunar/client/replay/nameplate/ModuleConfigPacket.java	8
MouseWheelPacket	com/moonsworth/lunar/client/replay/nameplate/MouseWheelPacket.java	7
PlayerOverrideGroup	com/moonsworth/lunar/client/replay/nameplate/PlayerOverrideGroup.java	4
PropertyGroup	com/moonsworth/lunar/client/replay/nameplate/PropertyGroup.java	42
ProtobufMessagePacket	com/moonsworth/lunar/client/replay/nameplate/ProtobufMessagePacket.java	3
ReplayPacket	com/moonsworth/lunar/client/replay/nameplate/ReplayPacket.java	8
ReplayPacketRegistry	com/moonsworth/lunar/client/replay/nameplate/ReplayPacketRegistry.java	3
ServerHologramPacket	com/moonsworth/lunar/client/replay/nameplate/ServerHologramPacket.java	15
ServerSettingOverridePacket	com/moonsworth/lunar/client/replay/nameplate/ServerSettingOverridePacket.java	11
SettingOption	com/moonsworth/lunar/client/replay/nameplate/SettingOption.java	9
SettingValuePacket	com/moonsworth/lunar/client/replay/nameplate/SettingValuePacket.java	12
WaypointPacket	com/moonsworth/lunar/client/replay/nameplate/WaypointPacket.java	14
WorldBorderPacket	com/moonsworth/lunar/client/replay/nameplate/WorldBorderPacket.java	17
HypixelLocationPacket	com/moonsworth/lunar/client/replay/nameplate/mixin/HypixelLocationPacket.java	4
LocationPacket	com/moonsworth/lunar/client/replay/nameplate/mixin/LocationPacket.java	5
