owner	file	n_lazy
Ichor7	com/moonsworth/lunar/ichor/Ichor7.java	224
IchorConsoleLogger	com/moonsworth/lunar/ichor/IchorConsoleLogger.java	11
IchorErrorHandler	com/moonsworth/lunar/ichor/IchorErrorHandler.java	1
IchorInjector	com/moonsworth/lunar/ichor/IchorInjector.java	2
IchorMixinService	com/moonsworth/lunar/ichor/IchorMixinService.java	6
IchorOptions	com/moonsworth/lunar/ichor/IchorOptions.java	14
InheritanceFixer	com/moonsworth/lunar/ichor/InheritanceFixer.java	1
InheritanceMapProvider	com/moonsworth/lunar/ichor/InheritanceMapProvider.java	13
InheritanceProvider	com/moonsworth/lunar/ichor/InheritanceProvider.java	13
InheritanceProvider2	com/moonsworth/lunar/ichor/InheritanceProvider2.java	12
InheritanceRemapper	com/moonsworth/lunar/ichor/InheritanceRemapper.java	11
IsRecordRewriter	com/moonsworth/lunar/ichor/IsRecordRewriter.java	3
LegacyAccessWideningHook	com/moonsworth/lunar/ichor/LegacyAccessWideningHook.java	3
LoaderDescriptor	com/moonsworth/lunar/ichor/LoaderDescriptor.java	4
LoggerAdapterAbstractIterator	com/moonsworth/lunar/ichor/LoggerAdapterAbstractIterator.java	25
MappingMergeFilter	com/moonsworth/lunar/ichor/MappingMergeFilter.java	2
MappingSetNameMapper	com/moonsworth/lunar/ichor/MappingSetNameMapper.java	6
MappingSetRemapper	com/moonsworth/lunar/ichor/MappingSetRemapper.java	21
MappingSetUtils	com/moonsworth/lunar/ichor/MappingSetUtils.java	40
MethodAccessRule	com/moonsworth/lunar/ichor/MethodAccessRule.java	2
MethodRemapTask	com/moonsworth/lunar/ichor/MethodRemapTask.java	5
MixinClassPostProcessor	com/moonsworth/lunar/ichor/MixinClassPostProcessor.java	24
MixinClassSource	com/moonsworth/lunar/ichor/MixinClassSource.java	6
MixinCore	com/moonsworth/lunar/ichor/MixinCore.java	30
MixinErrorRow	com/moonsworth/lunar/ichor/MixinErrorRow.java	9
