package	old	new	evidence
com.moonsworth.lunar.client.lighting	Lighting	OptionFactory	options entry point: interface of 42 static builder factories (method1 DoubleOption.Data ... method7 ToggleOption.ToggleOptionBuilder ... method42 SimpleOptionBuilder) + nested Data/SimpleOptionBuilder; 323 importing files; classes-51.md §3 suggested OptionFactory
com.moonsworth.lunar.client.lighting	LightingExtension	ClientOption	the option contract: getValue/setValue/getDefaultValue/load/save/reset/isDefault/getChildren/render hook, extends JsonPersistable+Cloneable; implemented by AbstractOption and every option type, 487 importers. Not named `Option` because MixinHelper_3 & Highlight3Iterator_2 already import com.lunarclient.apollo.option.Option and use it (duplicate import = new compile error)
com.moonsworth.lunar.client.lighting	Gui2Extension	OptionEnumValue	enum-value contract id()/icon()/description()/provide() plus EnumOptionCodec/Data codecs (method1-5); implemented by the setting enums (Linear/Fancy, sound packs...), 43 importing files; classes-51.md §3 suggested OptionEnumValue
com.moonsworth.lunar.client.lighting	Lighting$Extension	NumberRangeConfigurator	top-level interface (file Lighting$Extension.java): fluent method1(forceMin,forceMax)/method2(min,max), "Min cannot be more than Max!"; implemented by LongSliderOptionBuilder/ShortSliderOptionBuilder/IntegerRangeOptionBuilder; duplicate of config.option.NumberRangeBuilder (token jac 0.71)
com.moonsworth.lunar.client.lighting	Lighting$Extension2	SteppedNumberRangeConfigurator	top-level interface extending Lighting$Extension, adds method1(int decimals) used by the slider rules NameplateImpl*.method5/6; implemented by FloatSliderOptionBuilder/DoubleRangeOptionBuilder; duplicate of config.option.SteppedNumberRangeBuilder (jac 0.73)
com.moonsworth.lunar.client.lighting	LightingHandler_2	OptionBuilderBase	abstract fluent option builder: id (@Annotation3), MarkersType, codec, badges Set<AdvancedOptionFlag> (method26-28), feature link, visibility supplier, renderer bi-function; abstract method2/method3/method31; base of every typed builder; duplicate of config.option.AbstractOptionBuilder (jac 0.77)
com.moonsworth.lunar.client.lighting	LightingBase	DefaultValueBuilder	abstract builder holding the @Nullable T default (method10()) plus fluent method2(T), Contract("_->this"); extends OptionBuilderBase and is the direct parent of all typed slider/boolean/char builders; duplicate of config.option.DefaultedOptionBuilder (jac 0.71)
com.moonsworth.lunar.client.lighting	Lighting2_3	DoubleRangeOptionBuilder	abstract Double slider builder: extends OptionBuilderBase, Codec.DOUBLE, MarkersType.SLIDER, min/max + force flags + decimal places, "Min cannot be more than Max!", attaches NameplateImpl.method6; Data of DoubleOption extends it; classes-52.md §4 suggested DoubleRangeOptionBuilder (sibling of ByteRangeOptionBuilder)
com.moonsworth.lunar.client.lighting	Lighting3_2	IntegerRangeOptionBuilder	abstract Integer slider builder: extends OptionBuilderBase, Codec.INT, MarkersType.SLIDER, min/max + force flags, "Min cannot be more than Max!", attaches NameplateImpl5.method5; Data of IntegerOption extends it; classes-52.md §4 suggested IntegerRangeOptionBuilder
com.moonsworth.lunar.client.lighting	LightingException	OptionConfigException	RuntimeException ctor (Object option, String message) formatting "<class> - <message>" with simple-name fallback; thrown for option JSON validation/load ('Value must be set!'); duplicate of config.option.OptionException (jac 0.41)
com.moonsworth.lunar.client.lighting	LightingType	AdvancedOptionFlag	enum flag with ADVANCED id (getId/toString) applied by OptionBuilderBase.method26-28 and AbstractKeybindOption; duplicate of config.option.OptionFlag (jac 0.69). WARNING: decompiled duplicate constant (ADVANCED declared twice) — file is one of the pre-existing broken files
