owner	file	n_lazy
Fov10	com/moonsworth/lunar/client/fov/Fov10.java	53
Fov11	com/moonsworth/lunar/client/fov/Fov11.java	300
Fov2$Data	com/moonsworth/lunar/client/fov/Fov2$Data.java	29
Fov2$Data2	com/moonsworth/lunar/client/fov/Fov2$Data2.java	29
Fov2$Extension	com/moonsworth/lunar/client/fov/Fov2$Extension.java	10
Fov2	com/moonsworth/lunar/client/fov/Fov2.java	4
Fov2_2	com/moonsworth/lunar/client/fov/Fov2_2.java	60
Fov2_3	com/moonsworth/lunar/client/fov/Fov2_3.java	39
Fov2_4	com/moonsworth/lunar/client/fov/Fov2_4.java	19
Fov2_5	com/moonsworth/lunar/client/fov/Fov2_5.java	6
Fov3$Data3	com/moonsworth/lunar/client/fov/Fov3$Data3.java	10
Fov3$Data4	com/moonsworth/lunar/client/fov/Fov3$Data4.java	6
Fov3$Data5	com/moonsworth/lunar/client/fov/Fov3$Data5.java	9
Fov3$Data6	com/moonsworth/lunar/client/fov/Fov3$Data6.java	10
Fov3$Data7	com/moonsworth/lunar/client/fov/Fov3$Data7.java	10
Fov3	com/moonsworth/lunar/client/fov/Fov3.java	137
Fov3_2	com/moonsworth/lunar/client/fov/Fov3_2.java	15
Fov3_3	com/moonsworth/lunar/client/fov/Fov3_3.java	4
Fov4$Data	com/moonsworth/lunar/client/fov/Fov4$Data.java	16
Fov4$Data2	com/moonsworth/lunar/client/fov/Fov4$Data2.java	15
Fov4$Data3	com/moonsworth/lunar/client/fov/Fov4$Data3.java	9
Fov4	com/moonsworth/lunar/client/fov/Fov4.java	24
Fov4_2	com/moonsworth/lunar/client/fov/Fov4_2.java	13
Fov4_3	com/moonsworth/lunar/client/fov/Fov4_3.java	165
Fov5$Data	com/moonsworth/lunar/client/fov/Fov5$Data.java	10
