# owner.fqn	M|F	oldName	newName	evidence
com.moonsworth.lunar.client.mod.hud.SkyblockSkeletonHelmetHud	F	field8	hideSkeletonHatBones	OptionFactory.method7("hideSkeletonHatBones") L37; gates skeleton-hat bone suppression in method3 L79
com.moonsworth.lunar.client.mod.hud.SkyblockSkeletonHelmetHud	F	field9	hasSkeletonHelmet	HEAD item equals "SKELETON_HELMET" L58; reset in onDisable L95 and method4 L100
com.moonsworth.lunar.client.mod.hud.SkyblockSkeletonHelmetHud	F	field10	boneShieldCount	++ on "Your Bone Shield gained an extra bone!" L69, -- on "Bone Shield Health: " L71, 0 on destroy L73; rendered number1 + "/3" L135
com.moonsworth.lunar.client.mod.hud.SkyblockSkillGlobeHud	F	field8	skillXpListener	SkillXpListener obtained via this.method63(SkillXpListener.class) L29; field8.method16() queried L91
com.moonsworth.lunar.client.mod.hud.SkyblockSkillGlobeHud	F	field9	displayTime	IntegerOption "displayTime" L30-34 (1..10); window check lastUpdateTime + displayTime*1000 L93
com.moonsworth.lunar.client.mod.hud.SkyblockSkillGlobeHud	F	field10	skillGlobeCircleColor	ColorOption "skillGlobeCircleColor" L36-40; drawn as inner 20px circle L107
com.moonsworth.lunar.client.mod.hud.SkyblockSkillGlobeHud	F	field11	skillGlobeBorderColor	ColorOption "skillGlobeBorderColor" L41-45; drawn as outer 22px circle L105
com.moonsworth.lunar.client.mod.hud.SkyblockSkillGlobeHud	F	field12	skillGlobeProgressColor	ColorOption "skillGlobeProgressColor" L46-50; drawn as numeric progress arc L106
com.moonsworth.lunar.client.mod.hud.SkyblockSkillGlobeHud	F	field13	skillProgress	event.method6()/100.0 at L65; passed to arc renderer as value5 L95/L106
com.moonsworth.lunar.client.mod.hud.SkyblockSkillGlobeHud	F	field14	lastUpdateTime	Ref.method3().bridge$getSystemTime() L66; compared against displayTime window L93
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressBarHud	F	field8	BAR_WIDTH	private static final 100.0F L26; bar background width (folded literal 100.0F L79)
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressBarHud	F	field9	BAR_HEIGHT	private static final 8.0F L27; bar background height (folded literal 8.0F L79)
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressBarHud	F	field10	BAR_BORDER_OFFSET	private static final 1.5F L28; inner bar offset (folded value2+1.5F L80-81)
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressBarHud	F	field11	INNER_BAR_WIDTH	private static final 97.0F L29; inner bar width (folded 97.0F L82-83)
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressBarHud	F	field12	INNER_BAR_HEIGHT	private static final 5.0F L30; inner bar height (folded 5.0F L82-83)
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressBarHud	F	field13	skillXpListener	SkillXpListener via this.method63(SkillXpListener.class) L31; field13.method16() feeds progress L71
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressBarHud	F	field14	skillBarColor	ColorOption "skillBarColor" L32-37; field14.method14(0.0F) colours the fill L83
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressBarHud	F	field15	skillProgress	event.method6()/100.0 L50; fill fraction passed to renderer L73
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressHud	F	field8	showSkillXpGained	ToggleOption "showSkillXpGained" L38; adds "+<xp>" segment L83-85
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressHud	F	field9	showSkillProgress	ToggleOption "showSkillProgress" L40; toggles current/total segment L87
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressHud	F	field10	showSkillPercentage	ToggleOption "showSkillPercentage" L42; switches to "(x%)" L89
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressHud	F	field11	showActionsUntilNextLevel	ToggleOption "showActionsUntilNextLevel" L44; adds actions-left segment L100-107
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressHud	F	field12	textColor	ColorOption "textColor" L47-51; applied to joined line L110
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressHud	F	field13	displayTime	IntegerOption "displayTime" L52-57; expiry window vs lastUpdateTime L155
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressHud	F	field14	xpFormat	DecimalFormat "###,###,###.#" L58; formats xp numbers L84/L91/L107
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressHud	F	field15	percentFormat	DecimalFormat "###.##" L59; formats the percentage L89
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressHud	F	field16	currentLine	HudLine built in onSkillXpUpdate L77; returned by Data while displayTime window open L158
com.moonsworth.lunar.client.mod.hud.SkyblockSkillProgressHud	F	field17	lastUpdateTime	Ref.method3().bridge$getSystemTime() L76; compared to displayTime*1000 L155
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field8	skillXpListener	SkillXpListener via this.method6(SkillXpListener.class) L45; current skill field8.method17() L182
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field9	showSkillXpGained	ToggleOption "showSkillXpGained" L46; session xp line L201
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field10	showSkillXpPerHour	ToggleOption "showSkillXpPerHour" L48; per-hour line L216
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field11	showTimeUntilNextLevel	ToggleOption "showTimeUntilNextLevel" L50; untilNext line L231
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field12	showTimeUntilMaxLevel	ToggleOption "showTimeUntilMaxLevel" L52; untilMax line L249
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field13	skillXpTrackerResetTimeout	ToggleOption "skillXpTrackerResetTimeout" L54; enables timeout reset L117
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field14	skillXpTrackerTimeoutLength	IntegerOption "skillXpTrackerTimeoutLength" L57-63; inactivity seconds L117
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field15	skillTextColor	ColorOption "skillTextColor" L64-68; label colour L208/L223/L241/L259
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field16	xpTextColor	ColorOption "xpTextColor" L69-73; value colour L209/L224/L242/L260
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field17	sessionXp	Map<CoordinatesType,Double> accumulated this session L74; += event.method4() L99; cleared in startSession L137
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field18	xpPerHour	Map<CoordinatesType,Double> recomputed each second L110-113; read for per-hour line L187
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field19	xpToNextLevel	Map<CoordinatesType,Double> event.method7()-event.method5() L101; drives untilNext estimate L188
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field20	sessionActive	set true in startSession L134, false on reset L127; gates tracking L95/L106/L191
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field21	sessionStartTime	timestamp set in startSession L135; elapsed-hours base L107
com.moonsworth.lunar.client.mod.hud.SkyblockSkillXpTrackerHud	F	field22	lastXpTime	timestamp on every xp update L100; inactivity check L116
com.moonsworth.lunar.client.mod.hud.SkyblockSpeedHud	F	field8	showIcon	ToggleOption "showIcon" default true L28-29; prefixes speed with '✦' L59
com.moonsworth.lunar.client.mod.hud.SkyblockSpeedHud	F	field9	speedText	TextComponent cache set from formatSpeed(number5) L54; returned by Data L78
com.moonsworth.lunar.client.mod.hud.SkyblockSpiderDenRainHud	F	field8	TOXIC_RAIN_SLIME_TEXTURE	public static final ResourceLocationBridge "lunar:skyblock/entity/toxicrainslime.png" L37
com.moonsworth.lunar.client.mod.hud.SkyblockSpiderDenRainHud	F	field9	CLOUD_TEXTURE	private static final ResourceLocationBridge "lunar:skyblock/hud/cloud.png" L38; status row icon L159
com.moonsworth.lunar.client.mod.hud.SkyblockSpiderDenRainHud	F	field10	RAIN_TEXTURE	private static final ResourceLocationBridge "lunar:skyblock/hud/rain.png" L39; nextRain row icon L185
com.moonsworth.lunar.client.mod.hud.SkyblockSpiderDenRainHud	F	field11	THUNDER_TEXTURE	private static final ResourceLocationBridge "lunar:skyblock/hud/thunder.png" L40; nextThunder row icon L196
com.moonsworth.lunar.client.mod.hud.SkyblockSpiderDenRainHud	F	field12	showRainHud	ToggleOption "showRainHud" L41; gates the whole HUD L211/L215
