owner	file	n_lazy
Nameplate2	com/moonsworth/lunar/client/markers/nameplate/mixin/Nameplate2.java	2
Nameplate3	com/moonsworth/lunar/client/markers/nameplate/mixin/Nameplate3.java	2
Nameplate4	com/moonsworth/lunar/client/markers/nameplate/mixin/Nameplate4.java	6
Nameplate5	com/moonsworth/lunar/client/markers/nameplate/mixin/Nameplate5.java	2
Nameplate6	com/moonsworth/lunar/client/markers/nameplate/mixin/Nameplate6.java	3
Nameplate7	com/moonsworth/lunar/client/markers/nameplate/mixin/Nameplate7.java	3
Nameplate8	com/moonsworth/lunar/client/markers/nameplate/mixin/Nameplate8.java	5
MarkersImpl	com/moonsworth/lunar/client/markers/rewindhandlers/MarkersImpl.java	6
MarkersImpl2	com/moonsworth/lunar/client/markers/rewindhandlers/MarkersImpl2.java	26
Memory	com/moonsworth/lunar/client/memory/Memory.java	116
MemoryTask	com/moonsworth/lunar/client/memory/MemoryTask.java	8
EntityClientPlayerMPMixin	com/moonsworth/lunar/client/mixin/EntityClientPlayerMPMixin.java	2
EntityFXMixin	com/moonsworth/lunar/client/mixin/EntityFXMixin.java	3
EntityFXMixin2	com/moonsworth/lunar/client/mixin/EntityFXMixin2.java	4
EntityFXMovementMixin	com/moonsworth/lunar/client/mixin/EntityFXMovementMixin.java	3
EntityRenderer	com/moonsworth/lunar/client/mixin/EntityRenderer.java	5
EntityRenderer2	com/moonsworth/lunar/client/mixin/EntityRenderer2.java	4
EntityRenderer3	com/moonsworth/lunar/client/mixin/EntityRenderer3.java	16
EntityRenderer4	com/moonsworth/lunar/client/mixin/EntityRenderer4.java	369
EntityRenderer5	com/moonsworth/lunar/client/mixin/EntityRenderer5.java	18
EntityRenderer6	com/moonsworth/lunar/client/mixin/EntityRenderer6.java	21
EntityRendererMixin	com/moonsworth/lunar/client/mixin/EntityRendererMixin.java	48
EntityRendererMixin2	com/moonsworth/lunar/client/mixin/EntityRendererMixin2.java	25
EntityRendererMixin3	com/moonsworth/lunar/client/mixin/EntityRendererMixin3.java	15
EntityRendererOverlayMixin	com/moonsworth/lunar/client/mixin/EntityRendererOverlayMixin.java	7
