# owner.fqn	M|F	oldName	newName	evidence
com.moonsworth.lunar.client.profile.HudPosition	F	field1	quadrant	JSON "quadrant" key (TOP_LEFT/TOP_CENTER/.../BOTTOM_RIGHT); returned by getQuadrant(); HudPosition.of(x,y) in Apollo common/location
com.moonsworth.lunar.client.profile.HudPosition	F	field2	x	constructor arg #2 = JSON "xPosition"; getter getX(); renderer math pixelX()
com.moonsworth.lunar.client.profile.HudPosition	F	field3	y	constructor arg #3 = JSON "yPosition"; getter getY()
com.moonsworth.lunar.client.profile.HudPosition	F	field4	width	constructor arg #4 = JSON "width"
com.moonsworth.lunar.client.profile.HudPosition	F	field5	height	constructor arg #5 = JSON "height"
com.moonsworth.lunar.client.profile.HudPosition	F	field6	screenWidth	constructor arg #6 = JSON "screenWidth" (int)
com.moonsworth.lunar.client.profile.HudPosition	F	field7	screenHeight	constructor arg #7 = JSON "screenHeight" (int)
com.moonsworth.lunar.client.profile.HudPosition	F	field8	scale	JSON "scale" (default 2.0F); sole public getter is scale()
com.moonsworth.lunar.client.profile.HudPosition	M	method1	parse	static factory from JsonObject; reads quadrant/xPosition/yPosition/width/height/screenWidth/screenHeight/type/scale (Badlion boxes)
com.moonsworth.lunar.client.profile.HudPosition	M	method2	getFloat	JsonObject opt-float helper, returns default when absent/not primitive
com.moonsworth.lunar.client.profile.HudPosition	M	method3	pixelX	anchorX() + round(x * thirdWidth()); screen-space X used by BadlionProfileConverter$ModConverter.applyHudPosition
com.moonsworth.lunar.client.profile.HudPosition	M	method4	pixelY	anchorY() + round(y * thirdHeight()); screen-space Y
com.moonsworth.lunar.client.profile.HudPosition	M	method5	thirdWidth	screenWidth / 3.0F (Badlion 3x3 quadrant grid)
com.moonsworth.lunar.client.profile.HudPosition	M	method6	thirdHeight	screenHeight / 3.0F
com.moonsworth.lunar.client.profile.HudPosition	M	method7	anchorX	horizontalQuadrant() * thirdWidth() (left/center/right origin)
com.moonsworth.lunar.client.profile.HudPosition	M	method8	anchorY	verticalQuadrant() * thirdHeight() (top/middle/bottom origin)
com.moonsworth.lunar.client.profile.HudPosition	M	method9	horizontalQuadrant	quadrant string -> 0/1/2 (LEFT/CENTER/RIGHT)
com.moonsworth.lunar.client.profile.HudPosition	M	method10	verticalQuadrant	quadrant string -> 0/1/2 (TOP/MIDDLE/BOTTOM)
com.moonsworth.lunar.client.profile.HudPosition	M	method11	getQuadrant	returns the quadrant name
com.moonsworth.lunar.client.profile.HudPosition	M	method12	getX	x getter (JSON "xPosition")
com.moonsworth.lunar.client.profile.HudPosition	M	method13	getY	y getter (JSON "yPosition")
com.moonsworth.lunar.client.profile.HudPosition	M	method14	getWidth	width getter
com.moonsworth.lunar.client.profile.HudPosition	M	method15	getHeight	height getter
com.moonsworth.lunar.client.profile.HudPosition	M	method16	getScreenWidth	screenWidth getter
com.moonsworth.lunar.client.profile.HudPosition	M	method17	getScreenHeight	screenHeight getter
com.moonsworth.lunar.client.profile.HudPosition	M	method18	isComputed	JSON "type" == "computed"
com.moonsworth.lunar.client.profile.ModProfile	F	field1	icon	Horsestats14/ResourceLocationBridge built from "lunar:icons/profiles/<iconName>.png"; toString "icon="
com.moonsworth.lunar.client.profile.ModProfile	F	field2	defaultProfile	toString prints "defaultProfile="; isDefaultProfile()
com.moonsworth.lunar.client.profile.ModProfile	M	method1	setIconName	setter for iconName + reloads the icon ResourceLocation (Lombok setter with custom body)
com.moonsworth.lunar.client.profile.ModProfile	M	method2	isDefaultProfile	boolean getter; equals/hashCode/toString all use it ("defaultProfile")
com.moonsworth.lunar.client.profile.ModProfile	M	method4	setIcon	Lombok setter for field1
com.moonsworth.lunar.client.profile.ModProfile	M	method5	setDefaultProfile	Lombok setter for field2
com.moonsworth.lunar.client.profile.ModProfileManager	F	field1	DEFAULT_PROFILE_NAMES	static ImmutableList "Arena PvP","Hypixel Skyblock","UHC" (bundled /assets/profiles)
com.moonsworth.lunar.client.profile.ModProfileManager	F	field2	PROFILE_CONFIG_FILES	static ImmutableList controls.json/general.json/mods.json/performance.json copied into each profile dir
com.moonsworth.lunar.client.profile.ModProfileManager	F	field3	modProfiles	LinkedList<ModProfile> (Badlion ModProfileManager.modProfiles); getModProfiles() returns a sorted copy
com.moonsworth.lunar.client.profile.ModProfileManager	F	field4	activeProfile	the current profile; getActiveProfile(); set in switch/setActiveProfile
com.moonsworth.lunar.client.profile.ModProfileManager	F	field5	lastSwitchTime	System.currentTimeMillis() stamped on switch; getLastSwitchTime() debounces reloads (>= 500L)
com.moonsworth.lunar.client.profile.ModProfileManager	F	field6	switching	guard flag set around close/reload/init of active profile
com.moonsworth.lunar.client.profile.ModProfileManager	F	field7	pendingProfile	profile queued for next EventTick
com.moonsworth.lunar.client.profile.ModProfileManager	M	method2	getModProfiles	sorted copy of modProfiles (default profile last); Badlion ModProfileManager.getModProfiles
com.moonsworth.lunar.client.profile.ModProfileManager	M	method3	switchProfile	closes settings, reloads for the target profile, re-inits; the important public overload (same name kept for both overloads)
com.moonsworth.lunar.client.profile.ModProfileManager	M	method4	scheduleSwitch	queues field7, applied on next EventTick
com.moonsworth.lunar.client.profile.ModProfileManager	M	method5	deleteProfile	removes from list and deletes the profile directory
com.moonsworth.lunar.client.profile.ModProfileManager	M	method6	createProfile	creates+named profile based on active one and switches to it
com.moonsworth.lunar.client.profile.ModProfileManager	M	method7	setActiveProfile	deactivates old, activates new, updates field4
com.moonsworth.lunar.client.profile.ModProfileManager	M	method8	addProfile	adds profile if name not already present (used by importers)
com.moonsworth.lunar.client.profile.ModProfileManager	M	method9	save	writes profile_manager.json
com.moonsworth.lunar.client.profile.ModProfileManager	M	method10	toJson	serializes name/displayName/default/active/iconName/server array
com.moonsworth.lunar.client.profile.ModProfileManager	M	method11	createBundledProfile	writes the bundled "Arena PvP"/"Hypixel Skyblock"/"UHC" profile from assets/profiles
com.moonsworth.lunar.client.profile.ModProfileManager	M	method12	createBundledProfileAt	creates a bundled profile at a list index (-1 = append), used by resetDefaultProfile
com.moonsworth.lunar.client.profile.ModProfileManager	M	method13	resetDefaultProfile	removes and recreates a bundled default profile in place
com.moonsworth.lunar.client.profile.ModProfileManager	M	method14	getActiveProfile	active profile accessor (call sites: Ref.method4().method61().method14().getName())
com.moonsworth.lunar.client.profile.ModProfileManager	M	method15	getLastSwitchTime	field5 accessor, >= 500L debounce in fog/holograms/FogLoader22
com.moonsworth.lunar.client.profile.ModProfileManager	M	method16	isSwitching	field6 accessor
com.moonsworth.lunar.client.profile.ProfileColor	F	field1	chroma	JSON "mode" RAINBOW/CHROMA; isChroma()
com.moonsworth.lunar.client.profile.ProfileColor	M	method1	parse	reads "color".red/green/blue/alpha + "mode"; static import-color helper
com.moonsworth.lunar.client.profile.ProfileColor	M	method2	readChannel	reads a 0-255 channel with 255 default
com.moonsworth.lunar.client.profile.ProfileColor	M	method3	toRgba	packs alpha<<24|red<<16|green<<8|blue; mirror of ParsedProfileColor.method2
com.moonsworth.lunar.client.profile.ProfileColor	M	method4	isChroma	field1 accessor (RAINBOW/CHROMA flag)
com.moonsworth.lunar.client.profile.ProfileData	F	field1	json	root JsonObject holding the profile fields ("value" unwrapping)
com.moonsworth.lunar.client.profile.ProfileData	M	method1	isEnabled	reads "enabled" (default false)
com.moonsworth.lunar.client.profile.ProfileData	M	method2	getBoolean	typed getter with default
com.moonsworth.lunar.client.profile.ProfileData	M	method3	getFloat	typed getter with default
com.moonsworth.lunar.client.profile.ProfileData	M	method4	getString	typed getter with default
com.moonsworth.lunar.client.profile.ProfileData	M	method5	getColor	builds ProfileColor from the named element
com.moonsworth.lunar.client.profile.ProfileData	M	method6	getElement	raw named JsonElement
com.moonsworth.lunar.client.profile.ProfileData	M	method7	getSection	same helpers for a nested object section (e.g. animationConfig)
com.moonsworth.lunar.client.profile.ProfileData	M	method8	getValue	unwraps {"value": ...} object entries (Badlion format)
com.moonsworth.lunar.client.profile.importer.BadlionProfileConfig	F	field1	NON_MOD_KEYS	static Set of top-level JSON keys skipped while collecting mods (version/guiScale/textModeSettings/boxes/...)
com.moonsworth.lunar.client.profile.importer.BadlionProfileConfig	F	field2	modData	Map<mod id, ProfileData> built from every other top-level object
com.moonsworth.lunar.client.profile.importer.BadlionProfileConfig	F	field3	boxesById	Map<lowercase "identifier", box JsonObject> from the "boxes" array
