# owner.fqn	M|F	oldName	newName	evidence
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field10	textShadow	option key "textShadow"; Apollo node coordinates.text-shadow
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field11	background	option key "background"; Apollo node coordinates.background
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field12	border	option key "border"; Apollo node coordinates.border
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field13	borderThickness	option key "borderThickness" (0.5..3.0); Apollo node coordinates.border-thickness
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field14	backgroundColor	option key "backgroundColor"; Apollo node coordinates.background-color
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field15	borderColor	option key "borderColor"; Apollo node coordinates.border-color
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field16	mode	option key "mode" (Gui2Extension VERTICAL/HORIZONTAL); selects the single-line vs multi-line layout
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field17	copyCoords	option key "copyCoords" (ModifierKeybindOption bound to this); copies "X: .. Y: .. Z: .." to clipboard
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field18	moveChildrenIndividually	option key "moveChildrenIndividually"; Apollo node coordinates.move-children-individually
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field19	decimalCoordinates	option key "decimalCoordinates"; Apollo node coordinates.decimal-coordinates
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field20	xChild	CoordinatesChildHudMod labelled "X" (preview "500")
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field21	yChild	CoordinatesChildHudMod labelled "Y" (preview "62")
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field22	zChild	CoordinatesChildHudMod labelled "Z" (preview "250")
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field23	renderCountChild	CoordinatesChildHudMod labelled "C" showing unculled/max render count (preview "92/4269")
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field24	biomeChild	CoordinatesChildHudModImpl labelled "Biome" (preview "Plains")
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field25	directionChild	CoordinatesChildHudModImpl2 labelled "Direction" (preview "N")
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field8	biomeListener	guiRewindhandlers.GuiRewindhandlersHandler27 = biome tracker (updates Data3 on biome change); method14 returns its method5()
com.moonsworth.lunar.client.mod.hud.Coordinates	F	field9	showWhileTyping	option key "showWhileTyping"; Apollo ModCoordinates node coordinates.show-while-typing
com.moonsworth.lunar.client.mod.hud.Coordinates	M	method13	moveChildrenTogether	returns !field18.get() (moveChildrenIndividually); child elements use it as their background visibility condition
com.moonsworth.lunar.client.mod.hud.Coordinates	M	method14	getBiome	field8.method5() -> current biome Data3
com.moonsworth.lunar.client.mod.hud.Coordinates	M	method15	getShowWhileTyping	@Generated getter for field9
com.moonsworth.lunar.client.mod.hud.Coordinates	M	method16	getMoveChildrenIndividually	@Generated getter for field18
com.moonsworth.lunar.client.mod.hud.Coordinates	M	method2	registerOptions	@Override settings entry point (RootSettingsAssembler): registers the field9..field19 option tree and the copy-coords keybind action
com.moonsworth.lunar.client.mod.hud.Coordinates	M	method3	render	@Override MixinCore9Extension.method3 in Data: lays out X/Y/Z/C/biome/direction rows or single line
com.moonsworth.lunar.client.mod.hud.Coordinates	M	method4	shouldRender	@Override MixinCore9Extension.method4(boolean) in Data; SPLIT: outer method4(CoordinatesChildHudMod) = syncChildOptions, Data.method4(renderer,xyz,yaw,counts,...) = renderCoordinates
com.moonsworth.lunar.client.mod.hud.Coordinates	M	method5	formatCoordinate	formats a coordinate per decimalCoordinates (2-decimal or rounded int)
com.moonsworth.lunar.client.mod.hud.Coordinates	M	method6	getCardinalDirection	static: yaw -> N/NE/E/SE/S/SW/W/NW
com.moonsworth.lunar.client.mod.hud.Coordinates	M	method9	getChildMods	@Override AbstractFeature.method9(): returns the X/Y/Z/C/biome/direction child mods
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	F	field10	labelColor	option key "labelColor" with dynamic condition Calculator2Iterator392(parent::moveChildrenTogether)
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	F	field11	valueSupplier	Supplier<String> formatting the current value for this child
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	F	field12	previewValue	String shown in the HUD editor preview ("500"/"62"/"250"/"N")
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	F	field8	clickHandler	fog.click.GuiRewindhandlersHandler2 marker/click handler obtained via method63(...); unused in this file
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	F	field9	showLabel	option key "showLabel" (default true)
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	M	method1	configureBackground	@Override TypedHudRenderer.method1(ToggleOptionBuilder) hook (Data overrides it to attach a visibility condition); SPLIT: Data.method1(FloatOption.Data) = configureScale
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	M	method13	clickPredicate	private MarkerPredicate that syncs all sibling options via parent.syncChildOptions(this) on click
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	M	method14	getLabelColorOption	Data.method35() text colour option; throws "Unable to find the text color option for this mod!"
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	M	method15	getShowLabel	@Generated getter for field9; SPLIT: Data.method15() returns HudSize = getSize
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	M	method16	getLabelColor	@Generated getter for field10
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	M	method2	registerOptions	@Override settings entry point; SPLIT: method2(CoordinatesHud) factory = createElement, Data.method2(ToggleOptionBuilder) = configureTextShadow
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	M	method24	getTextColorArgb	helper: this.textColor.method14(0.0F) ARGB passed to ComponentRenderer.drawString
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	M	method3	render	@Override MixinCore9Extension.method3 in Data: draws label/value with bracket handling
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	M	method4	shouldRender	@Override MixinCore9Extension.method4(boolean) in Data: hidden when the parent row is hidden or chat is open
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	M	method5	getConditions	@Override TypedHudRenderer.method5() in Data: HudConditionSet.method5().method1(true).method2(true).method8()
com.moonsworth.lunar.client.mod.hud.CoordinatesChildHudMod	M	method6	create	static factory; its own exception message says "must be created using CoordinatesChildHudMod.create()!" - anonymous subclass overrides getId; SPLIT: Data.method6(boolean) = getText (text provider returning null)
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field10	textShadow	option key "textShadow"; Apollo node coordinates.text-shadow
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field11	background	option key "background"; Apollo node coordinates.background
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field12	border	option key "border"; Apollo node coordinates.border
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field13	borderThickness	option key "borderThickness" (0.5..3.0); Apollo node coordinates.border-thickness
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field14	backgroundColor	option key "backgroundColor"; Apollo node coordinates.background-color
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field15	borderColor	option key "borderColor"; Apollo node coordinates.border-color
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field16	mode	option key "mode" (ArmorStatusListMode VERTICAL/HORIZONTAL in this revision)
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field17	copyCoords	option key "copyCoords" (ModifierKeybindOption); copies coordinates to clipboard
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field18	moveChildrenIndividually	option key "moveChildrenIndividually"; Apollo node coordinates.move-children-individually
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field19	decimalCoordinates	option key "decimalCoordinates"; Apollo node coordinates.decimal-coordinates
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field20	xChild	CoordinatesChildHudMod labelled "X"
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field21	yChild	CoordinatesChildHudMod labelled "Y"
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field22	zChild	CoordinatesChildHudMod labelled "Z"
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field23	renderCountChild	CoordinatesChildHudMod labelled "C" (unculled/max render count)
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field24	biomeChild	CoordinatesBiomeChildMod labelled "Biome"
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field25	directionChild	CoordinatesDirectionChildMod labelled "Direction"
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field8	biomeListener	framework.listener.BiomeListener (this copy uses the twin listener class); method14 returns its BiomeDisplay
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	F	field9	showWhileTyping	option key "showWhileTyping"; Apollo ModCoordinates node coordinates.show-while-typing
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	M	method13	moveChildrenTogether	returns !field18.get() (moveChildrenIndividually)
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	M	method14	getBiome	field8.method5() -> current BiomeDisplay
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	M	method15	getShowWhileTyping	@Generated getter for field9
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	M	method16	getMoveChildrenIndividually	@Generated getter for field18
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	M	method2	registerOptions	@Override settings entry point (RootSettingsBuilder): registers the option tree; SPLIT: Data.method2? (none) - Data.method30 is the framework visibility hook
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	M	method3	render	@Override MixinCore9Extension.method3 in Data: renders the coordinates lines
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	M	method4	shouldRender	@Override MixinCore9Extension.method4(boolean) in Data; SPLIT: outer method4(CoordinatesChildHudMod) = syncChildOptions, Data.method4(renderer,...) = renderCoordinates
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	M	method5	formatCoordinate	formats a coordinate per decimalCoordinates
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	M	method6	getCardinalDirection	static: yaw -> N/NE/E/SE/S/SW/W/NW
com.moonsworth.lunar.client.mod.hud.CoordinatesHud	M	method9	getChildMods	@Override AbstractFeature.method9(): returns the X/Y/Z/C/biome/direction child mods
com.moonsworth.lunar.client.mod.hud.Cps	F	field10	reverseText	option key "reverseText"; Apollo node cps.reverse-text
com.moonsworth.lunar.client.mod.hud.Cps	F	field11	ignoreCancelledClicks	option key "ignoreCancelledClicks"; Apollo node cps.ignore-cancelled-clicks
com.moonsworth.lunar.client.mod.hud.Cps	F	field12	lineColor	option key "lineColor"; Apollo node cps.line-color (default 0xFF202020)
com.moonsworth.lunar.client.mod.hud.Cps	F	field13	cpsListener	CpsListener counting left/right clicks (method5/method7/method8)
com.moonsworth.lunar.client.mod.hud.Cps	F	field8	rightClick	option key "rightClick"; Apollo ModCps node cps.right-click
com.moonsworth.lunar.client.mod.hud.Cps	F	field9	showCpsText	option key "showCPSText" (default true); Apollo node cps.show-c-p-s-text
com.moonsworth.lunar.client.mod.hud.Cps	M	method15	getSize	@Override TypedHudRenderer.method15(): HudSize.method1(10,18,22,40,56,62)
com.moonsworth.lunar.client.mod.hud.Cps	M	method18	renderDecoration	@Override TypedHudRenderer.method18(renderer,x,y,partial,afterText): draws the 1px vertical separator when rightClick is enabled
com.moonsworth.lunar.client.mod.hud.Cps	M	method2	registerOptions	@Override settings entry point; registers rightClick group + field9/10/11; SPLIT: also Data.method2(boolean) = getText
com.moonsworth.lunar.client.mod.hud.CustomKeystrokeKey	F	field29	customKey	option key "customKey" (SimpleKeybindOption, the bound key)
com.moonsworth.lunar.client.mod.hud.CustomKeystrokeKey	F	field30	customText	option key "customText" (TextOption override label)
com.moonsworth.lunar.client.mod.hud.CustomKeystrokeKey	F	field31	keyIndex	index used in getId "KEYSTROKE_KEY_<n>_CUSTOM" and "custom:<n>" state key
com.moonsworth.lunar.client.mod.hud.CustomKeystrokeKey	M	method13	getStateKey	@Override KeystrokeKey.method13(): "custom:<index>" pressed-state key handed to Keystrokes.method33()
com.moonsworth.lunar.client.mod.hud.CustomKeystrokeKey	M	method14	getDisplayText	@Override KeystrokeKey.method14(): custom text or the bound key name (uppercased)
com.moonsworth.lunar.client.mod.hud.CustomKeystrokeKey	M	method15	getKeyBinding	@Override KeystrokeKey.method15(): field29.method19() KeyBindingBridge
com.moonsworth.lunar.client.mod.hud.CustomKeystrokeKey	M	method16	getCps	@Override KeystrokeKey.method16(): 0 (custom keys show no CPS)
com.moonsworth.lunar.client.mod.hud.CustomKeystrokeKey	M	method17	updateSize	@Override KeystrokeKey.method17(): grows the element width to fit the label (MixinCore9Extension.method16(w,h))
com.moonsworth.lunar.client.mod.hud.CustomKeystrokeKey	M	method2	registerOptions	@Override KeystrokeKey settings entry point: customKey, customText, super plus "remove" button
