owner	file	n_lazy
Colorsaturation5	com/moonsworth/lunar/client/fog/holograms/colorsaturation/Colorsaturation5.java	6
ColorsaturationType	com/moonsworth/lunar/client/fog/holograms/colorsaturation/ColorsaturationType.java	7
ColorsaturationType2	com/moonsworth/lunar/client/fog/holograms/colorsaturation/ColorsaturationType2.java	4
ColorsaturationType3	com/moonsworth/lunar/client/fog/holograms/colorsaturation/ColorsaturationType3.java	4
Colorsaturation_2	com/moonsworth/lunar/client/fog/holograms/colorsaturation/Colorsaturation_2.java	8
FogIterator	com/moonsworth/lunar/client/fog/holograms/colorsaturation/FogIterator.java	99
FogIterator2	com/moonsworth/lunar/client/fog/holograms/colorsaturation/FogIterator2.java	82
Colorsaturation	com/moonsworth/lunar/client/fog/holograms/colorsaturation/mixin/Colorsaturation.java	24
ColorsaturationExtension	com/moonsworth/lunar/client/fog/holograms/colorsaturation/mixin/ColorsaturationExtension.java	24
ColorsaturationExtension2	com/moonsworth/lunar/client/fog/holograms/colorsaturation/mixin/ColorsaturationExtension2.java	5
Coordinates	com/moonsworth/lunar/client/fog/holograms/coordinates/Coordinates.java	32
Coordinates2	com/moonsworth/lunar/client/fog/holograms/coordinates/Coordinates2.java	3
Coordinates2Handler	com/moonsworth/lunar/client/fog/holograms/coordinates/Coordinates2Handler.java	5
Coordinates2Handler2	com/moonsworth/lunar/client/fog/holograms/coordinates/Coordinates2Handler2.java	11
Coordinates2Handler3	com/moonsworth/lunar/client/fog/holograms/coordinates/Coordinates2Handler3.java	7
Coordinates2Handler4	com/moonsworth/lunar/client/fog/holograms/coordinates/Coordinates2Handler4.java	9
CoordinatesImpl	com/moonsworth/lunar/client/fog/holograms/coordinates/CoordinatesImpl.java	4
FogLoader	com/moonsworth/lunar/client/fog/holograms/coordinates/FogLoader.java	24
Fishing	com/moonsworth/lunar/client/fog/holograms/fishing/Fishing.java	14
FogLoader2	com/moonsworth/lunar/client/fog/holograms/fishing/FogLoader2.java	44
Gui	com/moonsworth/lunar/client/fog/holograms/gui/Gui.java	40
IterableExtension	com/moonsworth/lunar/client/fog/holograms/gui/IterableExtension.java	8
IterableExtension2	com/moonsworth/lunar/client/fog/holograms/gui/IterableExtension2.java	15
IterableExtension22	com/moonsworth/lunar/client/fog/holograms/gui/IterableExtension22.java	17
IterableExtension222	com/moonsworth/lunar/client/fog/holograms/gui/IterableExtension222.java	7
