owner	file	n_lazy
MixinTargetVersionBridge	com/moonsworth/lunar/bridge/MixinTargetVersionBridge.java	4
ModelBipedBridge	com/moonsworth/lunar/bridge/ModelBipedBridge.java	1
ModelHumanoidHeadBridge	com/moonsworth/lunar/bridge/ModelHumanoidHeadBridge.java	1
ModelRendererBridge	com/moonsworth/lunar/bridge/ModelRendererBridge.java	28
ModernRenderSystemBridge	com/moonsworth/lunar/bridge/ModernRenderSystemBridge.java	34
MouseHelperBridge	com/moonsworth/lunar/bridge/MouseHelperBridge.java	13
MovementInputBridge	com/moonsworth/lunar/bridge/MovementInputBridge.java	4
NBTTagListBridge	com/moonsworth/lunar/bridge/NBTTagListBridge.java	2
NameTagRendererBridge	com/moonsworth/lunar/bridge/NameTagRendererBridge.java	5
NamedMethodSignature	com/moonsworth/lunar/bridge/NamedMethodSignature.java	4
NativeImageFormat	com/moonsworth/lunar/bridge/NativeImageFormat.java	1
NbtIoBridge	com/moonsworth/lunar/bridge/NbtIoBridge.java	2
NetHandlerPlayClientBridge	com/moonsworth/lunar/bridge/NetHandlerPlayClientBridge.java	1
NetworkManagerBridge	com/moonsworth/lunar/bridge/NetworkManagerBridge.java	1
NewInstanceEmitter	com/moonsworth/lunar/bridge/NewInstanceEmitter.java	3
NoOpBatchPacketBridge	com/moonsworth/lunar/bridge/NoOpBatchPacketBridge.java	1
NoOpGlStateManagerBridge	com/moonsworth/lunar/bridge/NoOpGlStateManagerBridge.java	40
NoOpLegacyPacketBridge	com/moonsworth/lunar/bridge/NoOpLegacyPacketBridge.java	1
NoOpNetHandlerPacketBridge	com/moonsworth/lunar/bridge/NoOpNetHandlerPacketBridge.java	1
NoOpPacketBridge	com/moonsworth/lunar/bridge/NoOpPacketBridge.java	1
NoOpPacketListBridge	com/moonsworth/lunar/bridge/NoOpPacketListBridge.java	1
NoOpWorldPacketBuilder	com/moonsworth/lunar/bridge/NoOpWorldPacketBuilder.java	1
OpenWindowPacketBridge	com/moonsworth/lunar/bridge/OpenWindowPacketBridge.java	1
OptionalCoercion	com/moonsworth/lunar/bridge/OptionalCoercion.java	5
OutlineProperty	com/moonsworth/lunar/bridge/OutlineProperty.java	1
