owner	file	n_lazy
Wrapper_3	com/moonsworth/lunar/legacy/wrapper/Wrapper_3.java	21
Wrapper_4	com/moonsworth/lunar/legacy/wrapper/Wrapper_4.java	6
Wrapper_5	com/moonsworth/lunar/legacy/wrapper/Wrapper_5.java	25
Wrapper_6	com/moonsworth/lunar/legacy/wrapper/Wrapper_6.java	17
Wrapper_7	com/moonsworth/lunar/legacy/wrapper/Wrapper_7.java	83
Wrapper_8	com/moonsworth/lunar/legacy/wrapper/Wrapper_8.java	1
Wrapper_9	com/moonsworth/lunar/legacy/wrapper/Wrapper_9.java	3
Bridge2Handler	com/moonsworth/lunar/legacy/wrapper/mixin/Bridge2Handler.java	2
Bridge5Handler	com/moonsworth/lunar/legacy/wrapper/mixin/Bridge5Handler.java	2
JsonToNbtBridgeImpl	com/moonsworth/lunar/legacy/wrapper/mixin/JsonToNbtBridgeImpl.java	2
NbtIoBridgeImpl	com/moonsworth/lunar/legacy/wrapper/mixin/NbtIoBridgeImpl.java	2
BlockPathEvaluator	com/moonsworth/lunar/legacy/wrapper/util/BlockPathEvaluator.java	1
BlockStateBridgeV1_7	com/moonsworth/lunar/legacy/wrapper/util/BlockStateBridgeV1_7.java	9
Bridge2Handler	com/moonsworth/lunar/legacy/wrapper/util/Bridge2Handler.java	41
Bridge3Extension2	com/moonsworth/lunar/legacy/wrapper/util/Bridge3Extension2.java	8
ChatComponentFactoryBridgeImpl	com/moonsworth/lunar/legacy/wrapper/util/ChatComponentFactoryBridgeImpl.java	3
EmissiveMetadataSection	com/moonsworth/lunar/legacy/wrapper/util/EmissiveMetadataSection.java	8
EmissiveMetadataSectionSerializer	com/moonsworth/lunar/legacy/wrapper/util/EmissiveMetadataSectionSerializer.java	3
GuavaFunctionAdapter	com/moonsworth/lunar/legacy/wrapper/util/GuavaFunctionAdapter.java	3
Horsestats13Handler	com/moonsworth/lunar/legacy/wrapper/util/Horsestats13Handler.java	4
Horsestats16Task	com/moonsworth/lunar/legacy/wrapper/util/Horsestats16Task.java	61
IMetadataSectionSerializer	com/moonsworth/lunar/legacy/wrapper/util/IMetadataSectionSerializer.java	6
JsonDeserializerImpl	com/moonsworth/lunar/legacy/wrapper/util/JsonDeserializerImpl.java	6
OpenALNative	com/moonsworth/lunar/legacy/wrapper/util/OpenALNative.java	11
OpenALNative2	com/moonsworth/lunar/legacy/wrapper/util/OpenALNative2.java	1
