package	old	new	evidence	file
com.moonsworth.lunar.client.fps.mixin	EvaluatableImpl	ConstantEvaluatable	Molang AST constant node: implements com.eliotlash.molang.ast.Evaluatable, isConstant()=true, getConstant()/evaluate() return the fixed double field1; the parent "fps" package is the Molang JIT compiler (classes-19), so neither "fps" nor "Impl" is right	com/moonsworth/lunar/client/fps/mixin/EvaluatableImpl.java
com.moonsworth.lunar.client.framework	AlertExtension	ModChildren	trait key "children" (Framework.field5); extends alert.AlertExtension<Framework7Extension>, method2() returns Map<RewindhandlersType,List<Framework7Extension>>, impl FeatureChildren; it is the child-mod container, not an alert	com/moonsworth/lunar/client/framework/AlertExtension.java
com.moonsworth.lunar.client.framework	Calculator2Handler	ModCategory	fixed category values "new"/"hud"/"server"/"mechanic"/"dev"/"none", getLanguagePath()="gui.components", @Annotation("categories"); consumed by Framework2 (ModCategories) and the mod menu	com/moonsworth/lunar/client/framework/Calculator2Handler.java
com.moonsworth.lunar.client.framework	Framework	ModTraits	static registry of TraitType keys ("hud_renderer","staff_mod","ichor_keybind","intercept","children","enabled","enable_listener","load_state","index","panel","page","events","details","options","display","child","label","support","dynamic","restriction","toggle_keybind") + the Lightoverlay registry; it is the mod-trait key table, not a "framework"	com/moonsworth/lunar/client/framework/Framework.java
com.moonsworth.lunar.client.framework	Framework10Extension	ModLifecycle	per-mod lifecycle component registered under the "events" trait (Framework.field12): enable/disable, register event listeners, commands and runnables; implemented by NameplateTask	com/moonsworth/lunar/client/framework/Framework10Extension.java
com.moonsworth.lunar.client.framework	FrameworkType	ModLoadState	enum CONSTRUCTOR/INITIALIZED/OPTIONS_INITIALIZED/CHILDREN_INITIALIZED/LOADING_CONFIG/LOADED_CONFIG/COMPLETE = a mod's load lifecycle	com/moonsworth/lunar/client/framework/FrameworkType.java
com.moonsworth.lunar.client.framework	Gui2Extension	HudAlignment	enum TOP/BOTTOM/MIDDLE/LEFT/RIGHT with id(); returned by getHorizontal()/getVertical() and used to anchor HUD elements; distinct from the armorstatus/attackindicator Gui2Extension enums	com/moonsworth/lunar/client/framework/Gui2Extension.java
com.moonsworth.lunar.client.framework	MixinCore	CommandArgumentParser	abstract command-argument parser: method1(StringCursor)->T, method2() boolean, method3() suggestion provider; subclasses MixinCoreImpl/2/3/4/42 parse Double/String/Integer/player names	com/moonsworth/lunar/client/framework/MixinCore.java
com.moonsworth.lunar.client.framework	MixinCore$Data	ConditionSetBuilder	builder of the 4-condition set MixinCore_2 (ConstantCondition/FunctionCondition/SupplierCondition from util.ConditionState); it is the nested Data of the original mixinCore/MixinCore condition class, unrelated to the parser	com/moonsworth/lunar/client/framework/MixinCore$Data.java
com.moonsworth.lunar.client.framework	MixinCore5Handler	EmptyHudComponent	implements HudComponent with empty clearCache and 0 width/height/render; the placeholder filler added by HudComponentGroup.method9	com/moonsworth/lunar/client/framework/MixinCore5Handler.java
