package	old	new	evidence
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click2	CalculatorParser	SkyBlock number/expression parser+formatter: k/m/b/t/s/e suffixes (field6), DecimalFormat "#,##0.#", parse cache, method7 "expr = value" component; used by SkyblockCalculatorInSigns and InventorySearch overlay (ModuleBase2)
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Data2	ExpressionNode	nested Click2$Data2: private abstract AST node; static method1(Queue<Token>) builds tree (shunting-yard), abstract method3() eval; subclasses are NumberNode/operation Data
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Data3	NumberNode	nested Click2$Data3: number literal node wrapping one Token (NUMBER); method3() returns token double
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Data4	Token	nested Click2$Data4: lexer token carrying String value + Type NUMBER/GROUP/OPERATION + Double parsed value
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click3	IslandUtils	SkyBlock island helpers: method1 on-island (!= NONE), method2 island type Gui2Extension3, method3 powder sources, method4 mining island, method5 sneaking eye height 1.54/1.62, method6 send coords; used as mod enable predicate by dozens of mods
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click4	AnimatedValue	eased double: target+previous value, duration, Type LINEAR/SIN_IN/SIN_OUT/SIN_IN_OUT/EASE_IN, getValue() interpolates against getSystemTime; Scrollabletooltips, Storageoverlay, SkyblockSmoothTeleport
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click5	CircleFitter	RANSAC circle fitting: sample triples -> Circle.from3Points, radius bounds, inlier distance threshold, returns scored candidates; SkyblockFishingCircleOverlay and SkyblockHealingCircleOverlay (particle ripples)
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Data2	CircleCandidate	nested Click5$Data2: private candidate circle (score sum, toxi Circle, inlier index list) produced by method4, consumed by method3
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click6	MiddleClickGuiRegistry	item display-name pattern -> slot-id set registry for SkyBlock middle-click GUIs (prefix/suffix/contains/exact maps + LoadingCache); error tag "SkyBlockMiddleClickGuis"; JSON parsed in SkyblockMiddleClickGui.method4, held by Module.method20
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click7	LineFitter	RANSAC 3D line fit over Vector3d points (100 tries, 0.1 threshold, min points) returning util.Fishing segment; used by SkyblockMageBeam to fit the particle beam
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click8	RollingWindow	rolling deque of N+1 collections: add() to newest, method1() rotates and returns oldest; SkyblockKeyGuardianTimer keeps per-tick armor-stand spawn sets (window 1)
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click9	ParticleSample	particle sample: Vec2D x/z + y + getSystemTime timestamp, collected on particle spawn and fed to CircleFitter/interval maths
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click10	VoidgloomBoss	per-owner Voidgloom Seraph state: beacon/armor-stand+entity refs, owner name ("Spawned by"), Type SHIELD/RADIATION/NONE from boss nametag extraData, nukekubi + yang-glyph entity sets, glyph timer; SkyblockEndermanSlayer
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click11	SkyblockCalendar	SkyBlock clock: epoch 1560275700, year 446400s, month 1200s -> year/secIntoYear/month seconds, current season from HighlightType4 (EARLY_SPRING..LATE_WINTER); Harvest Feast/egg/raffle timers
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click12	TextComponentFactory	text-component helpers: ratio->green/yellow/red, "- label xN" line, item hover line, plus nested Data fluent "name: value" builder (colors/decoration/hover); used by HUDs and holograms
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click13	FontGlyphs	private-use icon font codepoint constants (U+E000..U+E087, chunks E000/E050/E060/E070/E080) referenced as glyph chars in hologram/HUD strings (e.g. [\ue010])
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click14	EntityFinder	nearest matching entity search: method1 = nearest NPC/other player, method2/3 with Predicate+max distance, method4 squared distance with +2 Y offset; Diana mob HUD, Vampire/Enderman slayer, StarredMobHighlight
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click15	AverageInterval	mean gap between consecutive floats over the last <=8 values; used by SkyblockEggLocator and SkyblockFishingHotspotLocator for sample timing extrapolation
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click16	FaceMerger	merges coincident edges/faces of axis-aligned boxes: quantized keys (1e4) grouped with bitmask usage, drop internal masks (filter method3), renders surviving quads; no users in tree (helper)
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Data2	BlockBox	nested Click16$Data2: input axis-aligned box (minX/Y/Z, maxX/Y/Z + block id), factory method1(double[],int)
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Data3	EdgeKey	nested Click16$Data3: canonicalized quantized edge key (6 rounded longs + id), map key in method1 grouping
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Data4	BlockFace	nested Click16$Data4: merged face (Type X/Y/Z, plane coord, bounds, id, orientation) with method1(Bridge2_32) quad outline rendering
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Data5	FaceKey	nested Click16$Data5: quantized face key (Type + rounded plane + bounds + id), map key in method2 grouping
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Data6	MaskedMap	nested Click16$Data6: generic LinkedHashMap<K,Data<V>> that OR-accumulates a bitmask per key, method2 filters values by IntPredicate(mask)
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click17	WidgetFactory	GUI widget factory: pad/clickable wrappers around MixinCore5 components (method1-4, enabled Supplier), method5 item widget, method6 tooltip lines; used by Gui settings screen and debug HUDs
