package	old	new	evidence	file
com.moonsworth.lunar.client.framework	Framework3	ModEnabledState	per-feature "enabled" state registered under ModTraits.field6: Optional<LightingExtension<Boolean>> (or empty for fixed toggles), isEnabled/setEnabled, reset-to-default and a last-applied flag; impls EnabledOption / FixedBooleanOption / DefaultedBooleanOption / CompoundBooleanOption; "BooleanOption" is taken by config.option.BooleanOption, so use the Mod* trait prefix	com/moonsworth/lunar/client/framework/Framework3.java
com.moonsworth.lunar.client.framework	Framework7Extension2	AbstractFeature	abstract base of every mod (ActionBar, SkyblockChatCommands, SkyblockGemstoneProfit, ...): id + enabled state + option/child lifecycle + JSON save/load; DynamiclistenerDebugMod prints this exact class as "AbstractFeature<" (real name leak); the 8 same-named copies in feature subpackages are separate classes with their own clusters	com/moonsworth/lunar/client/framework/Framework7Extension2.java
com.moonsworth.lunar.client.framework	Framework7Extension22	FeatureToggleKeybind	per-feature toggle keybind registered under the "toggle_keybind" trait: builds key "<id>ToggleKeybind" (KEY_NONE default) with labels "toggleKeybindName"/"toggleKeybindNone", toggles the mod or reports allowed/disallowed mod state ("modToggleEnabled"/"modToggleDisabled")	com/moonsworth/lunar/client/framework/Framework7Extension22.java
com.moonsworth.lunar.client.framework	Framework8	ModDetails	per-feature display details registered under the "details" trait (ModTraits.field13): translated name/description, ModCategory set, aliases, original authors, isVanilla/allowsKeybind, toJson; builder is the nested Data class; impls framework.nameplate.FeatureDetails, DynamicFeatureDetails and FeatureDetailsImpl. The real interface name is almost certainly "FeatureDetails", but that simple name is already declared by the impl class framework/nameplate/FeatureDetails (renamed from FeatureDetailsImpl by moves-namesB); rename the impl back and use FeatureDetails here if preferred	com/moonsworth/lunar/client/framework/Framework8.java
com.moonsworth.lunar.client.framework	Framework9	ModSearchIndex	per-feature search index registered under the "index" trait (ModTraits.field9): caches the search keys built by the static helper (name/aliases from ModDetails, option names) and prefix-matches them (second list gated on a setting); impl is framework.nameplate.FeatureIndex	com/moonsworth/lunar/client/framework/Framework9.java
com.moonsworth.lunar.client.framework	Framework13	ModSupport	per-feature support rule registered under the "support" trait (ModTraits.field18): supported flag + optional server (KeystrokesType) + flipped bit; builder data restricts by MC version ("You are only allowed to set modules once!") or by loaded module names and by a single server; impl framework.nameplate.KeystrokeSupport, checked before a mod is drawn/enabled	com/moonsworth/lunar/client/framework/Framework13.java
com.moonsworth.lunar.client.framework	Gui2Extension2	HudAnchor	the 9-way HUD anchor enum behind the "position" property of every HUD element: TOP_LEFT..BOTTOM_RIGHT with ids topLeft..bottomRight, fromId, getMousePosition and the anchorOrigin/scalePivot/edgeRate math; the TOP/BOTTOM/MIDDLE/LEFT/RIGHT axis enum is the separate HudAlignment (framework.Gui2Extension); profile.HudPosition is an unrelated x/y pair	com/moonsworth/lunar/client/framework/Gui2Extension2.java
com.moonsworth.lunar.client.framework	MixinCore4	HudRenderContext	per-frame render context handed to HudComponent render(x, y, ctx): renderer bridge, chat-open flag, mouse/chat Data2 position, scale and scaled screen size, plus a tooltip Component list that method1 draws clamped to the screen with the chat offset; built in HudComponentElement/hud element code	com/moonsworth/lunar/client/framework/MixinCore4.java
com.moonsworth.lunar.client.framework	MixinCore5Handler22	TwoColumnHudComponent	compound HUD component: a centered placeholder/title cell (PlaceholderHudComponent, set through method1) above two vertical HudComponentGroup columns addressed by index (method2/method3), wrapped in a PaddedHudComponent style wrapper (method5 returns HudComponentStyle); no callers in this build	com/moonsworth/lunar/client/framework/MixinCore5Handler22.java
com.moonsworth.lunar.client.framework	MixinCore5Handler3	TextHudComponent	text component (cached HurComponentValue-like Component + colour): constructors from String/Supplier/Component, colour via HorsestatsType8/TextColor/RewindhandlersExtension, scale and shadow flag, width via getStringWidth, "getInfo" translation annotation; used throughout the HUD code and by ItemStackHudComponent for stack counts	com/moonsworth/lunar/client/framework/MixinCore5Handler3.java
com.moonsworth.lunar.client.framework	MixinCore5Impl4	PaddedHudComponent	HudComponentWrapper that also implements HudComponentStyle: four padding values (left/right/top/bottom, float or Supplier) added to getWidth/getHeight and to the delegated render x/y; used as the styleable wrapper of group/two-column HUD components	com/moonsworth/lunar/client/framework/MixinCore5Impl4.java
com.moonsworth.lunar.client.framework	MixinCore5Impl5	ScrollableHudComponent	clipping/scroll component: max-size value + vertical flag + "show scrollbar" flag; scissors-clips the child and draws a 2px scrollbar with Click4 animations, scroll input from the HighlightImpl14 SCROLL event and mouse-hover state; used by SkyblockDebugHudScrollable and the debug mods	com/moonsworth/lunar/client/framework/MixinCore5Impl5.java
com.moonsworth.lunar.client.framework	MixinCore8	TypedHudRenderer	the class' own exception string is "TypedHudRenderer doesn't know how to render object: " - the real name; generic HUD element rendering String/Component/HudLine values (single or list) with background/brackets/border/text-colour options and HudSize bounds; base of mod huds like SkyblockArrowPoisonHud and SkyblockHarvestFeastTrackerHud	com/moonsworth/lunar/client/framework/MixinCore8.java
com.moonsworth.lunar.client.framework	MixinCore9	HudElementBase	abstract HUD element base (implemented by every mod HUD): scale option ("scale"), anchor (HudAnchor via fromId) with default/reset, x/y/width/height, mouse hit-test and the "metadata"/"properties" JSON; parent of TypedHudRenderer, HudComponentElement and the row/titled element bases	com/moonsworth/lunar/client/framework/MixinCore9.java
com.moonsworth.lunar.client.framework	MixinCore9Base2	HudRowElement	@Deprecated abstract HUD element that renders a List<HudRow> through HudRowLayout (alignment/padding/border/background) and toggles between two row lists on the enabled flag; used by pvpinfo PvpInfoStatComponent, HypixelBedwarsStatsChild, GeckolibDebugMod and HeightLimit	com/moonsworth/lunar/client/framework/MixinCore9Base2.java
com.moonsworth.lunar.client.framework	MixinCore9Base_2	TitledHudElement	abstract HUD element with a title/subject/value text colour scheme (option keys "skyblockTitleColor"/"skyblockSubjectColor"/"skyblockValueColor") plus a padded/scrollable child component (PaddedHudComponent over the abstract method5 component) and extra rows added through method3; subclass SkyblockGemstoneProfit$Data	com/moonsworth/lunar/client/framework/MixinCore9Base_2.java
com.moonsworth.lunar.client.framework	MixinCoreImpl2	GreedyStringArgumentParser	CommandArgumentParser subclass (mixinCoreImpl family): consumes the rest of the command string via StringCursor.method5 and returns it, marked required (method2 true); the "greedy string" argument type	com/moonsworth/lunar/client/framework/MixinCoreImpl2.java
