package	old	new	evidence	file
com.moonsworth.lunar.client	Highlight3Iterator	TntCountdownApolloHandler	Apollo module handler super("tnt_countdown","TNT Countdown") handling ApolloOptionUpdateEvent + SetTntCountdownMessage	com/moonsworth/lunar/client/Highlight3Iterator.java
com.moonsworth.lunar.client	Highlight3Iterator3	ServerRuleApolloHandler	Apollo module handler super("server_rule","Server Rule")	com/moonsworth/lunar/client/Highlight3Iterator3.java
com.moonsworth.lunar.client	Highlight3Iterator5	SaturationApolloHandler	Apollo module handler super("saturation","Saturation")	com/moonsworth/lunar/client/Highlight3Iterator5.java
com.moonsworth.lunar.client	Highlight3Iterator6	BeamApolloHandler	Apollo module handler super("beam","Beam")	com/moonsworth/lunar/client/Highlight3Iterator6.java
com.moonsworth.lunar.client	Highlight3Iterator7	RichPresenceApolloHandler	Apollo module handler super("rich_presence","RichPresence")	com/moonsworth/lunar/client/Highlight3Iterator7.java
com.moonsworth.lunar.client	Highlight3Iterator9	TebexApolloHandler	Apollo module handler super("tebex","Tebex")	com/moonsworth/lunar/client/Highlight3Iterator9.java
com.moonsworth.lunar.client	Highlight3Iterator10	AutoTextHotkeyApolloHandler	Apollo module handler super("auto_text_hotkey","Auto Text Hotkey")	com/moonsworth/lunar/client/Highlight3Iterator10.java
com.moonsworth.lunar.client	Highlight3Iterator12	EntityApolloHandler	Apollo module handler super("entity","Entity")	com/moonsworth/lunar/client/Highlight3Iterator12.java
com.moonsworth.lunar.client	Highlight3Iterator13	PayNowApolloHandler	Apollo module handler super("pay_now","PayNow")	com/moonsworth/lunar/client/Highlight3Iterator13.java
com.moonsworth.lunar.client	Highlight3Iterator14	TitleApolloHandler	Apollo module handler super("title","Title")	com/moonsworth/lunar/client/Highlight3Iterator14.java
com.moonsworth.lunar.client	Highlight3Iterator18	NotificationApolloHandler	Apollo module handler super("notification","Notification")	com/moonsworth/lunar/client/Highlight3Iterator18.java
com.moonsworth.lunar.client	Highlight3Iterator20	GlowApolloHandler	Apollo module handler super("glow","Glow")	com/moonsworth/lunar/client/Highlight3Iterator20.java
com.moonsworth.lunar.client	Highlight3Iterator21	CombatApolloHandler	Apollo module handler super("combat","Combat")	com/moonsworth/lunar/client/Highlight3Iterator21.java
