package	old	new	evidence	file
com.moonsworth.lunar.client.lighting	Data2	EnumOptionCodec	nested Gui2Extension$Data2: Codec<E> for enum options, extends Gui2Extension$Data and adds a String id -> enum resolver (method1/method2 with fallback); used by Lightoverlay/option enums	com/moonsworth/lunar/client/lighting/Gui2Extension.java
com.moonsworth.lunar.client.lighting	Data2	SimpleOptionBuilder	nested Lighting$Data2<T>: plain DefaultedOptionBuilder<T> returned by Lighting.method40-42 (no marker constraint), builds a generic AbstractValueOption with the given codec and default	com/moonsworth/lunar/client/lighting/Lighting.java
com.moonsworth.lunar.client.lighting	Data2	ToggleOptionBuilder	nested LightingExtension443$Data2: Checkbox builder (MarkersType.CHECKBOX via LightingBase_2) for the boolean ToggleOption; adds a BooleanSupplier alert, returns LightingExtension443	com/moonsworth/lunar/client/lighting/LightingExtension443.java
com.moonsworth.lunar.client.lighting	Data2	KeybindOptionBuilder	nested LightingExtension4913$Data2: abstract Keybind/brush builder (MarkersType.KEYBIND, lightingExtension4913.Data GUI provider, "unique/clash" flags) for AbstractKeybindOption subclasses	com/moonsworth/lunar/client/lighting/LightingExtension4913.java
com.moonsworth.lunar.client.lighting	Gui2Extension2	OverrideTriState	enum DISABLED("disabled")/FORCE_ON("forceOn")/FORCE_OFF("forceOff") implementing Gui2Extension; flags that force a setting on/off; rescued duplicate of config.option.TriState (variant name to keep simple names unique)	com/moonsworth/lunar/client/lighting/Gui2Extension2.java
com.moonsworth.lunar.client.lighting	Gui2Extension3	DefaultedBoolean	enum FALSE("false")/DEFAULT("default")/TRUE("true") implementing Gui2Extension with orElse(fallback); boolean option value with a default; rescued duplicate of config.option.BooleanOption	com/moonsworth/lunar/client/lighting/Gui2Extension3.java
com.moonsworth.lunar.client.lighting	Lighting2	KeyCombo	immutable (alt, shift, control, key) key binding with Codec fieldOf("alt"/"shift"/"control"/"value") and toString "KeyBind(alt=..)"; rescued duplicate of config.option.KeyBind	com/moonsworth/lunar/client/lighting/Lighting2.java
com.moonsworth.lunar.client.lighting	Lighting3	JsonPersistable	interface load(JsonObject)/method1(JsonObject save)/priority()=1000; implemented by options and settings containers; rescued duplicate of config.option.JsonConfigurable	com/moonsworth/lunar/client/lighting/Lighting3.java
com.moonsworth.lunar.client.lighting	Lighting4	LongSliderOptionBuilder	abstract Long option builder extends AbstractOptionBuilder and implements NumberRangeBuilder (MarkersType.SLIDER, Codec.LONG, min/max + "Min cannot be more than Max!"); builder of LightingExtension482	com/moonsworth/lunar/client/lighting/Lighting4.java
com.moonsworth.lunar.client.lighting	Lighting5	ShortSliderOptionBuilder	abstract Short option builder extends AbstractOptionBuilder and implements NumberRangeBuilder (MarkersType.SLIDER, Codec.SHORT, min/max); builder of LightingExtension462	com/moonsworth/lunar/client/lighting/Lighting5.java
