package	old	new	evidence
com.moonsworth.lunar.bridge.fog	Fog	PotionEffectBridge	not a fog: implemented by legacy/mixin/PotionEffectMixin (@Mixin PotionEffect) and read as the active potion effect (bridge$getPotionID/getPotion/getDuration/getMaxDuration/getAmplifier/getEffectName/getIsAmbient/getColor/renderEffectIcon); used by Potioneffects3Impl* and BridgeExtension2_5.bridge$getActivePotionEffect(s)
com.moonsworth.lunar.bridge.glintcolorizer	Glintcolorizer	IntegratedServerBridge	Bridge5_12.bridge$getIntegratedServer() returns it; members bridge$publishWorldToLan/updateLanWorld/closeLanServer/setAllowCheats/getGameType/isAllowCheats/getDifficulty/getPlayers/haltServer/getWorldDirectory = net.minecraft.server.integrated.IntegratedServer; consumed by client/mixin/AssetServerClient and F3display
com.moonsworth.lunar.bridge.glintcolorizer.mixin	Glintcolorizer	ResourcePackParentBridge	duck interface for the resource-pack file parent dir: bridge$getParentDirPath()/bridge$setParentDir(Path); package sibling PackFiltersBridge (bridge$getPackFilters/setPackFilters) is resource-pack plumbing too; no references left in this partial tree
com.moonsworth.lunar.bridge.hitbox	Hitbox	StatisticsFileBridge	implemented by legacy/mixin/StatFileWriterMixin (@Mixin StatFileWriter) and StatisticsFileMixin (@Mixin StatisticsFile); members bridge$setValueFromPacket/increment/recordStat over (Bridge6_10, StatBaseBridge) = the player statistics file
com.moonsworth.lunar.bridge.hitcolor	Hitcolor	BeamSegmentBridge	implemented by legacy/mixin/BeamSegmentMixin (@Mixin TileEntityBeacon.BeamSegment); appears as List<Hitcolor> in Bridge3_34.bridge$renderBeacon(...) and TileEntityBeaconRendererMixin
com.moonsworth.lunar.bridge.hitcolor	HitcolorExtension	BlockEntityBridge	implemented by legacy/mixin/TileEntityMixin (@Mixin TileEntity); extends TurboBlockBridge with bridge$getBlockPos/getBlockType/getTypeName/triggerRebuild and is passed as the block entity to BlockEntityRendererBridge / Bridge2_31; distinct from bridge.itemcounter.TileEntityBridge (empty, unrelated)
com.moonsworth.lunar.bridge	Annotation	BridgeMemberTarget	RUNTIME member-level bridge-mapping annotation: String value() + BridgeVersionTarget[] method1(); sibling of the already-applied BridgeParameterTarget (parameter), BridgeVersionTarget (version entry) and BridgeTarget (leaf) that make up the same mapping chain
com.moonsworth.lunar.bridge	Heightlimit	ViewFrustumBridge	sole member List<Bridge9_7> bridge$getRenderChunks(); Bridge9_7 is the RenderChunk (bridge$origin/bridge$lightOverlayTracker), so the holder of the render-chunk list is ViewFrustum; quarantined LightOverlay reads it via Bridge.method7(). The name comes from the obfuscated 'heightlimit' package segment
com.moonsworth.lunar.bridge	MExtension	LayerRendererBridge	implemented by the cosmetic render layers Pkg2_2/Pkg3_2 and wrapped by legacy/wrapper/Bridge4Handler, which implements net.minecraft.client.renderer.entity.layers.LayerRenderer; methods method1/4/5 render a model layer, method7 = shouldCombineTextures
com.moonsworth.lunar.bridge	SExtension	RendererLivingEntityLayerBridge	implemented by legacy/mixin/RendererLivingEntityMixin (@Mixin RendererLivingEntity) and its glow/v1_7 twins; duck for the renderer's layers: bridge$addLayer(MExtension)/getLayers()/bridge$getLayerCape()/bridge$setRenderOutlines/bridge$containsVboLayer/bridge$renderName. Kept distinct because bridge.RendererLivingEntityBridge already names the brightness/canRenderName wrapper (RendererLivingEntityImpl/BrightnessImpl)
com.moonsworth.lunar.bridge	Itemcounter4Extension	WorldBorderExtensionBridge	named after the lazy base bridge.itemcounter.Itemcounter4_3; implemented by legacy/wrapper/WorldBorderImpl (@Mixin WorldBorder) and LegacyServerBorder with isCancelEntry/isCancelExit/setColor/getWorld/shouldRender/contains(x,z) = the Lunar world border; consumed by client/mod/render/ServerBorders
com.moonsworth.lunar.bridge	Itemcounter6Extension	WorldBridgeExtension	named after the lazy base bridge.itemcounter.Itemcounter6 (the World bridge); extends it with bridge$getScoreboard/disconnect/getLoadedChunkCount/game-time/isRaining/isSnowing/isThundering/getLightLevel/entitiesForRendering/getAllMapData = net.minecraft.world.World; consumed via Ref.method8() by markers/calculator/waypoint code
com.moonsworth.lunar.annotations	Annotation	ThreadRestrictions	container of the repeatable thread-affinity annotation (annotations.Annotation2 is @Repeatable(Annotation.class)); its entries carry Annotation4$Type.THREAD_MAIN whose message is "$NAME$ must be called from the main thread". Low confidence: the sibling Annotation2/Annotation4/Annotation4$Type files are in tools/work/quarantine
