package	old	new	evidence	file
com.moonsworth.lunar.client.alert.mixin	AlertType	OverrideSource	override sources SERVER/CLIENT_INTERNAL/CLIENT_REMOTE/CLIENT_CRITERIA/CLIENT_OVERRIDE for mod-setting overrides	com/moonsworth/lunar/client/alert/mixin/AlertType.java
com.moonsworth.lunar.client.alert.mixin	Alert	SettingOverride	override entry holding source + value + text criteria predicate	com/moonsworth/lunar/client/alert/mixin/Alert.java
com.moonsworth.lunar.client.alert.mixin	AlertCondition	SettingIntercept	intercept interface (apply/reset/on-message/add-criteria); the "intercept" TraitType value in lighting/nameplate/Nameplate	com/moonsworth/lunar/client/alert/mixin/AlertCondition.java
com.moonsworth.lunar.client.alert.mixin	Alert2Handler	InterceptHandler	chained SettingIntercept (parent + BooleanSupplier + value)	com/moonsworth/lunar/client/alert/mixin/Alert2Handler.java
com.moonsworth.lunar.client.alert	Alert	ChildContainer	generic parent/children interface (getChildren/add/contains/remove); base of the quarantined AlertExtension "children" trait	com/moonsworth/lunar/client/alert/Alert.java
com.moonsworth.lunar.client.animations.mixin	Animations	PromptAction	abstract prompt choice action (apply-choice/apply-all/labels); extended by RunCommandPrompt/OpenUrlPrompt/BlockedActionPrompt/MaliciousUrlPrompt/MaliciousServerPrompt	com/moonsworth/lunar/client/animations/mixin/Animations.java
com.moonsworth.lunar.client.animations.mixin	AnimationsImpl	RunCommandPrompt	choice that saves a command to the whitelist (method87); labels gui.apollo.button.runCommandPrompt saveChoice/saveChoiceAll	com/moonsworth/lunar/client/animations/mixin/AnimationsImpl.java
com.moonsworth.lunar.client.animations	Animations	ActivePrompt	holder of the current PromptAction (set/clear/get); read by ChatActionHandler/Itemcounter via Client.method92	com/moonsworth/lunar/client/animations/Animations.java
com.moonsworth.lunar.client.calculator.mixin	Calculator	CachedReplacement	translation message with placeholders; factory methods return ConstantTranslation; nested Data builder throws "CachedReplacement.Builder created with nothing set!"	com/moonsworth/lunar/client/calculator/mixin/Calculator.java
com.moonsworth.lunar.client.calculator.mixin	CalculatorHandler	SupplierReplacement	CachedReplacement impl over Object[] resolving Suppliers	com/moonsworth/lunar/client/calculator/mixin/CalculatorHandler.java
com.moonsworth.lunar.client.calculator.mixin	ConstantTranslation	ConstantReplacement	constant-string CachedReplacement (returned by CachedReplacement.method4)	com/moonsworth/lunar/client/calculator/mixin/ConstantTranslation.java
com.moonsworth.lunar.client.calculator.mixin	StringArrayTranslation	StringArrayReplacement	String[] CachedReplacement	com/moonsworth/lunar/client/calculator/mixin/StringArrayTranslation.java
com.moonsworth.lunar.client.calculator	Calculator	SharedInfo	shared "shared_info" translation strings (cps/ms/blocks/true/false/ok/takeMeThere) consumed by HUDs	com/moonsworth/lunar/client/calculator/Calculator.java
com.moonsworth.lunar.client.calculator	CalculatorType	ClientLanguage	locale enum (nl_NL/fr_FR/de_DE/en_US/...)	com/moonsworth/lunar/client/calculator/CalculatorType.java
com.moonsworth.lunar.client.click	Bridge7Iterator	EmptyScreen	concrete no-op GUI screen (all overrides empty); opened by CheckoutUtils as the blank screen	com/moonsworth/lunar/client/click/Bridge7Iterator.java
com.moonsworth.lunar.client.click	Bridge7Iterator$Type2	BugReportCategory	bug-report categories MOD/GUI/COSMETIC/STORE/VOICE/LAUNCHER/OTHER (quarantined bug-report screen Bridge7Iterator_3)	com/moonsworth/lunar/client/click/Bridge7Iterator$Type2.java
com.moonsworth.lunar.client.click.chest	Gui2Iterator	Notification	notification popup base (title/message/icon/type/duration/anchor, JsonProvider+Translatable)	com/moonsworth/lunar/client/click/chest/Gui2Iterator.java
com.moonsworth.lunar.client.click.chest	ChestType	NotificationType	INFO/SUCCESS/WARNING/ERROR with icons/notifications icons	com/moonsworth/lunar/client/click/chest/ChestType.java
com.moonsworth.lunar.client.click.chest	Chest	AnchorFunction	@FunctionalInterface calc(x,y,w,h) positioning function for notification anchors	com/moonsworth/lunar/client/click/chest/Chest.java
com.moonsworth.lunar.client.click.chest	Gui2Extension	NotificationAnchor	anchor enum TOP_LEFT/BOTTOM_LEFT/TOP_RIGHT/BOTTOM_RIGHT with AnchorFunction lambdas; rescued from quarantine already renamed	com/moonsworth/lunar/client/click/chest/NotificationAnchor.java
