package	old	new	evidence
com.moonsworth.lunar.client.highlight.mixin.highlight	Highlight	EventRenderEntityBase	abstract holder for entity-render events; nested Data8 carries BridgeExtension entity (grep Data8 users draw at entities: SkyblockGiantHpAtFeet, ProfessorGuardianHp, SkeletonHelmetHud, RewindHandlers3Impl3)
com.moonsworth.lunar.client.highlight.mixin.highlight	Highlight$Data8	EventRenderEntity	nested concrete entity event (BridgeExtension entity accessor, extends main HighlightImpl => cancellable); consumed by entity HUD mods
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightBase	EventRenderModel	abstract (BridgeExtension222 entity + ModelBipedBridge model + float partialTicks); variants fire from ModelBipedMixin/ModelPlayerMixin
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightBase$Data13	EventRenderBipedModel	BodyPart allow/deny sets (com.lunarclient.apollo.module.limb.BodyPart); fired by legacy ModelBipedMixin; used by Skins3d
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightBase$Data14	EventRenderPlayerModel	no BodyPart sets; fired by legacy ModelPlayerMixin (player model variant)
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightBase2	EventRenderInventoryScreen	abstract (MixinHelper_4 screen + x + y, 20px constant); GUI slot-overlay base
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl	EventRenderDroppedItem	(BridgeExtension3_2 entity + float y-offset); fired in legacy RenderEntityItemMixin initial translate; ItemPhysics handler changes bob/height
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl2	EventRenderVanillaHud	empty cancellable event; SkyblockHideFood / SkyblockDebugHideHud cancel it to hide vanilla HUD parts
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl3	EventRenderItemGlint	Type{EQUIPPED_ARMOR,ITEM,GUI}+IntConsumer render layer+model+pose; static method1() checks shaders/glint; fired by RendererLivingEntityMixin.impl$eventRenderGlint; GlintColorizer/HitColor/OneSevenAnimations handlers
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl4	EventCameraOffset	float partialTicks + additive x/y/z offset (method1); SkyblockSmoothTeleport writes smoothed camera offset
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl5	EventRenderEntityLabel	abstract value-slot event (@Annotation2(min=16)) resolving the ridden entity/text-display; Data3 exposes Supplier<List<Component>> lines
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl5$Data2	EventRenderEntityLabelValues	value-table record (entity + Object[] values + Bridge5_16 + Bridge17 + int)
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl5$Data3	EventRenderEntityLabelLines	lines variant: getLines/unmodifiable, set(index,Component), add(0,Component), isModified cache
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl6	EventRenderGlintTransform	translate/scale/color helpers (GlStateManager BridgeExtension_9) + Type BEFORE/AFTER_TRANSFORMS + item + first/third-person (Horsestats6.Type); GlintColorizer feature
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl7	EventSetupTerrain	empty event fired at end of RenderGlobal.setupTerrain (frustum culling done); legacy RenderGlobalEntityOutlineMixin lunar$onApplyFrustum
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl8	EventChunkReload	empty event fired at return of RenderGlobal.loadRenderers; RenderGlobalEntityOutlineMixin lunar$onChunkReload
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl9	EventRenderItemClump	(EntityItem MixinHelper2 + long seed + float clumpSpread, mutable); fired in RenderEntityItemMixin Random.setSeed redirect; ItemPhysics handler
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl10	EventRenderBossBar	empty cancellable event; Bossbar and SkyblockWitherHealthHud handlers call setCancelled(true) to suppress the vanilla boss bar
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl11	EventRenderNameTag	(entity BridgeExtension2_2 + x/y/z + List<Component> lines + original Component); fired in RendererLivingEntityMixin renderName/passSpecialRender; HypixelMod/TotemCounter/Nametag handlers add lines
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl12	EventRenderItemStackSize	(ItemStack + optional text) method1()=stackSize!=1||text!=null; fired from hotbar/tooltip path (MixinHelper25); TiersAsStackSize/SkyblockRabbitLevels/SkyblockDebugHotbarStackSize handlers
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl13	EventHologramUpdate	(Bridge6_10) fired in markers holograms Holograms2Iterator.tick -> HologramsIterator2.method17('holograms8'); FogHandler29 / FogIterator handlers
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl14	EventAlertUpdate	(CompletableFuture<Void>) consumed by util/alert GuiRewindhandlersHandler2 (future.thenRun -> submit(update)) and GlintColorizer; alert/reward data refresh
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl15	EventRenderItemColor	(float,float + ItemStack + GlStateManager pose + two Runnable apply/restore callbacks) @Annotation2(1); RewindHandlers3Updater handler
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl16	EventRenderItemRotation	(pose stack Bridge_8 + EntityItem + partialTicks), cancellable; fired in RenderEntityItemMixin rotate redirect; ItemPhysics/CustomDroppedItems handlers cancel rotation
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl17	EventRenderEntityOffset	(boolean flag + additive x/y/z offsets + scale) for entity render position/scale adjustments
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl18	EventGroundItemTransform	(pose Bridge_8 + MixinHelper_14 model + two booleans + scale); fired in RenderEntityItemMixin/RenderEntityItemPhysicsMixin around ground item model transform; CustomDroppedItems handler
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl19	EventRenderGuardian	(Bridge11_5 EntityGuardian, empty marker bridge); fired in legacy RenderGuardianMixin; used to change guardian beam rendering
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl20	EventFovModifier	abstract FOV event (field1 mutable, fovModifierHandPrev/fovModifierHand); stages Data/Data2 consumed by Fov/Zoom
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl20$Data	EventFovModifierPre	stage used by Zoom handler to clear the zoom keybind state
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl20$Data2	EventFovModifierPost	stage consumed by Zoom/Fov after FOV modifiers are computed (inferred ordering, verify against jar)
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl21	EventFovRender	single mutable float; handled by mod/render/Fov.method1 (FOV/zoom rendering)
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl22	EventRenderCrosshair	extends main HighlightImpl2 (ResultEvent ALLOW/DENY); EntityRendererMixin2 fires it around crosshair blit, Crosshair mod + GuiRewindhandlers handlers gate rendering on getResult()
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl24	EventRenderEntities	(GlStateManager BridgeExtension_9 + world render x/y/z) fired after 'entities' marker in RenderGlobal.renderEntities; EtherwarpPreview/SkyblockUnfinishedTerminals/FogHandler253 handlers
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl26	EventRenderParticle	(Bridge4_12 EntityFX: rgb/alpha/particle type/firework); fired in EffectRendererParticleChangerMixin; SkyblockMageBeam handler recolors particles
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl27	EventPostProcess	(pose BridgeExtension_9 + Bridge3_24 framebuffer + modified flag) used by post-processing shader mods MenuBlur/MotionBlur/ColorSaturation (feedback framebuffer + set uniforms)
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl28	EventRenderArmor	empty cancellable event; SkyblockHideArmor/SkyblockDebugHideHud/HypixelBedwars call setCancelled(true) to hide armor/entity layers
com.moonsworth.lunar.client.highlight.mixin.highlight	HighlightImpl29	EventRenderPlayer	(pose + entity BridgeExtension222 + boolean) cancellable; RewindHandlers3Updater cancels unless rendering the local player in first person
