package	old	new	evidence
com.moonsworth.lunar.bridge	Bridge_43	AuxCoreMarkerBridge	empty marker interface (javap: no members, Object super); no implementors/references in tree or lunar-all-final.jar; flattened from bridge/mixinAux/mixinCore/Bridge. Named by original package like the applied CoreMarkerBridge/SharedMarkerBridge/MiscMarkerBridge.
com.moonsworth.lunar.bridge	Bridge_47	LightingMarkerBridge	empty marker interface (no members); no implementors/references in tree or jar; original package bridge/mixinShared/mixinExtra/mixinMain is the light-overlay family (siblings Bridge7=LightOverlayTrackerProvider, Bridge5_5=LightOverlayTracker, Bridge9_7=RenderChunk, Bridge2_6/Bridge3_9/Bridge4_19/Bridge6_11/Bridge8_8 empty markers).
com.moonsworth.lunar.bridge	Bridge_48	SizeExtendableBridge	sole member void bridge$extendSize(int); no implementors/references in tree or jar; flattened from bridge/mixinBeta/Bridge (only class in that package).
com.moonsworth.lunar.bridge	Bridge_49	InputConstants	constants-only utility (private @Generated ctor throwing UnsupportedOperationException) with field1..field4 = 1/3/22/24; no refs; original package bridge/mixinGeneral is the input family (siblings BridgeType_8 = key-code enum KEY_NONE..KEY_*, Bridge2_39 = key handler isKeyDown/getKeyName, Bridge3_27 = cursor/Display getX/getY).
com.moonsworth.lunar.bridge	Bridge_51	SoundMarkerBridge	empty marker interface (no members); no implementors/references in tree or jar; original package bridge/mixinShared/mixinAlt is the sound family (siblings Bridge3_11 = SoundHandler bridge$play, Bridge2_47 = sound engine pause/resume/setPlayingSoundVolume, BridgeType_3 = AttenuationTypeBridge).
com.moonsworth.lunar.bridge	Bridge_70	VertexConsumerProvider	@VersionGate(min=6,max=38) single method Bridge4_6 bridge$first(); AnimationMesh.renderModern unwraps a Bridge4_6 to it and calls bridge$first() to get the delegate vertex consumer for the outline pass; Bridge4_6 is the fluent vertex builder (bridge$vertex/color/uv/overlayCoords/normal/endVertex) of the same mixinMain/mixinAlt family.
com.moonsworth.lunar.bridge	MixinHelper13	ChunkUnloadPacketBuilder	extends MixinHelper_19 (packet-builder SPI) with no extra members; only implementor legacy/wrapper/MixinHelper16 = tree UnsupportedWorldPacketBuilder's sibling, super(MC_VERSION<=1 ? null : SPacketUnloadChunk.class); returned by PacketFactory.method29().
com.moonsworth.lunar.bridge	MixinHelper42	BakedModelMarkerBridge	empty marker interface extending BakedModelBridge with no members; no implementors/references in tree or jar; flattened from bridge/mixinShared/mixin/MixinHelper42 (model family with MixinHelper6_6=ModelBuilderBridge, MixinHelper7_2=BakedQuadFactoryBridge).
com.moonsworth.lunar.bridge	MixinHelper43	BakedModelVariantBridge	empty marker interface extending BakedModelBridge with no members; no implementors/references in tree or jar; flattened from bridge/mixinShared/mixin/MixinHelper43, sibling of MixinHelper42 and the model-builder bridges.
com.moonsworth.lunar.bridge	MixinHelper5_4	RemappedTypeCoercion	MixinHelper_16 coercion: looks up the target class name from Bridge2_24.method4(name, config), remaps it through MappingSet.getClassMapping(...).getFullDeobfuscatedName(), emits a checkcast (TypeInsnNode 192) and returns the mapped type. One of the TypeCoercionPipeline functors.
com.moonsworth.lunar.bridge	MixinHelper5_5	KineticWeaponPhases	immutable 4-int value holder (field1..field4 + method1..method4); returned by BridgeExtension_4.bridge$getKineticWeaponPhases(); Attackindicator2Handler262.method2 uses method1() as charge-up ticks and method4()-method1() as the decay window for the kinetic-weapon attack indicator.
com.moonsworth.lunar.bridge	MixinHelper6	PropertyMapComponent	@FunctionalInterface PropertyMapBridge bridge$getPropertyMap(); stored in DataComponentTypes.field48 as MixinHelper_9<MixinHelper6> and read by SkyblockItemUtil (casts bridge$getDataComponent(DataComponentTypes.field48) to it) for the item "textures" skin property.
com.moonsworth.lunar.bridge	MixinHelper6_2	SpawnPositionPacketBuilder	extends MixinHelper_19 with Bridge3_21 method1(Itemcounter6); Itemcounter6 is the World bridge (impl casts (World)); only implementor (jar legacy/wrapper/MixinHelper9) builds S05PacketSpawnPosition from world.getSpawnPoint(); returned by PacketFactory.method7().
com.moonsworth.lunar.bridge	MixinHelper6_3	RenderTypeLookup	@FunctionalInterface RenderTypeBridge get(Horsestats14); Horsestats14 is the ResourceLocation bridge; used as the render-type selector field of Click (client/util/click/Click.renderType) and by the crosshair-elytra renderers (MixinHelper5_6.field9/field12/field13/field33/field36).
com.moonsworth.lunar.bridge	MixinHelper6_4	SubtypeCoercion	MixinHelper_16 coercion: for two class types it asks FatalIchorError6.method9(name, ClassProvider) for the supertype set and returns whichever of the two is the supertype (set.contains(otherName)); a TypeCoercionPipeline functor.
com.moonsworth.lunar.bridge	MixinHelper6_6	ModelBuilderBridge	duck interface implemented by legacy/mixin/BuilderMixin (@Mixin SimpleBakedModel.Builder); bridge$setParticleTexture(Bridge4_8), bridge$addGeneralQuad(BakedQuadBridge), bridge$addFaceQuad(EnumFacingBridge, BakedQuadBridge), bridge$makeBakedModel() and impl$addFaceBreakingFours; returned by FaceBakeryBridge.method2.
com.moonsworth.lunar.bridge	MixinHelper7	EntityPlayerPacketBuilder	extends MixinHelper_19 with Bridge3_21 method1(Bridge6_10); Bridge6_10 is the EntityPlayer bridge; implemented by legacy/wrapper/SpawnPlayerPacketBuilder (builds S0CPacketSpawnPlayer, inverse S13PacketDestroyEntities); returned by PacketFactory.method18().
com.moonsworth.lunar.bridge	MixinHelper7_2	BakedQuadFactoryBridge	single method BakedQuadBridge bridge$makeBakedQuad(Vector3f, Vector3f, BlockPartFaceBridge, Bridge4_8, EnumFacingBridge, ModelRotationBridge); implemented by legacy/mixin/FaceBakeryMixin (@Mixin FaceBakery, shadows makeBakedQuad) and returned by FaceBakeryBridge.method1().
